date,district,latitude,longitude,temperature_c,precipitation_mm,relative_humidity_pct,solar_radiation_kwh_m2
2025-08-12,Dhule,20.5796,74.0599,22.41,23.13,32.57,5.59
2025-08-27,Nashik,16.5723,75.5581,24.67,15.72,63.16,2.37
2025-06-26,Jalgaon,20.0198,75.4525,47.26,7.85,77.59,2.91
2025-09-24,Sangli,17.0597,75.0616,25.75,15.01,54.92,2.94
2025-12-07,Solapur,20.089,76.2853,22.59,0.11,98.0,3.12
2025-10-09,Satara,19.2716,74.2245,23.42,13.24,98.0,5.22
2025-03-04,Satara,20.2948,73.8533,25.78,0.2,60.7,5.49
2025-08-05,Pune,16.9388,75.2957,25.04,0.92,65.36,6.72
2025-12-08,Dhule,19.0154,73.6958,25.83,9.58,86.64,6.03
2025-11-11,Kolhapur,18.7549,74.1025,26.89,4.95,60.38,4.33
2025-10-10,Nashik,19.6779,73.7861,26.86,3.08,47.53,5.54
2025-06-26,Sangli,18.9043,73.242,22.22,6.96,78.0,6.78
2025-04-08,Satara,18.9333,75.8962,28.85,2.11,70.36,4.86
2025-04-15,Solapur,18.4332,73.8909,27.61,4.0,47.47,4.73
2025-04-09,Pune,17.8898,74.6556,29.48,11.44,67.02,3.78
2025-11-07,Solapur,18.6702,73.1516,18.43,0.99,59.12,3.99
2025-01-06,Nashik,17.0332,75.4477,27.78,4.84,55.07,6.23
2025-07-16,Kolhapur,20.8268,74.157,17.07,25.05,47.85,5.19
2025-12-17,Pune,19.7148,75.6066,26.12,13.1,64.19,8.14
2025-05-13,Pune,20.7861,74.4434,30.29,10.82,57.21,4.18
2025-12-24,Jalgaon,17.5203,73.6851,32.23,17.24,67.12,6.34
2025-09-16,Sangli,20.457,74.7961,28.67,4.32,76.76,5.78
2025-01-23,Pune,20.1396,73.4568,30.38,17.21,66.17,5.07
2025-02-22,Jalgaon,19.5472,74.5419,25.5,3.64,66.48,4.55
2025-06-14,Jalgaon,19.3126,74.1106,24.45,9.53,52.26,6.1
2025-07-21,Nashik,17.9245,76.1919,,1.75,83.14,6.01
2025-03-24,Ahmednagar,20.1738,73.2133,31.14,24.06,46.73,5.5
2025-05-25,Solapur,18.7568,75.4291,21.14,4.68,32.98,5.84
2025-03-26,Kolhapur,16.819,73.6396,18.33,2.87,42.72,5.25
2025-03-19,Aurangabad,17.9079,74.1167,24.67,12.14,80.62,2.74
2025-01-01,Solapur,20.7088,74.4543,32.96,3.83,70.26,5.33
2025-02-20,Pune,20.3281,76.1781,27.24,2.9,85.61,4.8
2025-06-22,Kolhapur,20.9186,73.849,15.88,0.62,38.19,8.12
2025-07-24,Satara,19.326,73.3196,26.11,10.76,98.0,6.15
2025-09-17,Ahmednagar,17.6138,74.1154,26.99,9.61,56.89,5.5
2025-10-15,Satara,17.2327,73.3664,14.92,3.2,30.31,5.89
2025-02-03,Satara,17.3411,73.4501,27.12,1.44,98.0,3.67
2025-12-14,Sangli,16.5891,75.0085,21.93,23.42,38.42,4.29
2025-04-05,Solapur,18.2581,73.2132,17.82,21.05,54.84,4.7
2025-03-13,Aurangabad,17.3614,73.1083,35.02,8.07,58.3,5.78
2025-02-08,Nashik,18.3524,75.5004,21.71,23.41,69.99,4.55
2025-06-03,Aurangabad,20.7075,74.2658,23.66,33.33,47.76,4.45
2025-09-07,Satara,18.4374,73.4388,23.6,11.71,80.71,3.6
2025-06-11,Pune,20.4509,73.8876,27.01,2.74,75.57,5.24
2025-04-28,Ahmednagar,19.2248,75.2473,35.83,3.71,62.34,5.45
2025-09-16,Dhule,17.6121,73.9644,21.02,1.83,85.84,5.84
2025-11-02,Aurangabad,18.1013,74.7308,25.47,24.67,60.78,4.16
2025-09-25,Satara,16.8776,73.4259,27.6,5.26,57.04,5.76
2025-02-23,Ahmednagar,18.0006,75.0583,22.66,25.46,97.97,3.64
2025-08-24,Kolhapur,19.5489,74.1063,25.39,15.34,67.32,4.87
2025-08-10,Solapur,16.8245,75.1944,29.97,11.46,44.26,5.65
2025-09-08,Jalgaon,17.4243,75.8294,23.22,37.69,46.7,4.81
2025-11-09,Sangli,18.2165,75.1408,25.31,3.29,62.34,2.86
2025-04-22,Ahmednagar,20.9192,74.0351,24.84,2.58,20.0,3.04
2025-09-12,Pune,20.0319,73.8951,26.48,8.91,50.61,5.53
2025-10-30,Pune,19.8007,74.146,28.22,17.42,60.19,6.07
2025-07-26,Ahmednagar,17.0229,73.5762,29.93,0.15,58.99,5.71
2025-08-17,Pune,20.0145,73.6341,36.69,15.12,39.37,6.11
2025-12-07,Solapur,20.0337,75.7674,13.71,1.58,53.93,4.78
2025-03-07,Pune,19.205,74.3466,26.16,0.02,83.24,6.31
2025-03-16,Aurangabad,20.9566,74.526,20.18,14.59,79.52,5.7
2025-04-13,Jalgaon,17.9636,75.0792,25.07,3.67,63.72,4.24
2025-07-11,Pune,20.7357,75.0638,31.4,12.18,60.76,5.97
2025-09-09,Jalgaon,20.6163,73.2358,32.99,22.39,59.09,5.64
2025-08-14,Satara,16.5517,75.9104,33.22,17.69,66.25,7.71
2025-10-21,Nashik,18.5255,73.6206,33.18,12.86,63.85,7.27
2025-11-02,Solapur,20.897,75.5308,26.13,23.32,67.83,5.06
2025-04-08,Nashik,16.964,75.7043,33.99,7.19,71.03,4.57
2025-12-04,Satara,18.965,75.5021,34.98,10.05,40.2,7.54
2025-10-13,Solapur,20.9053,75.0264,27.69,0.59,56.42,6.03
2025-12-01,Ahmednagar,18.9997,73.0511,32.89,22.4,65.56,4.94
2025-12-13,Ahmednagar,17.3542,74.2613,27.21,0.25,44.61,2.22
2025-11-04,Jalgaon,19.1198,75.1169,34.05,0.28,49.87,4.07
2025-09-06,Satara,17.42,74.3561,26.19,0.4,58.08,3.96
2025-06-15,Jalgaon,18.8387,76.0222,23.95,64.96,58.96,4.98
2025-12-01,Sangli,16.8332,74.0808,21.4,5.5,65.9,6.13
2025-01-30,Pune,19.2247,74.0274,26.13,10.98,46.74,6.36
2025-09-04,Dhule,18.8256,73.931,27.42,11.58,79.42,7.45
2025-04-16,Sangli,19.8307,74.1647,22.27,5.76,58.81,6.6
2025-02-20,Pune,19.3382,74.9509,25.75,12.74,64.61,3.25
2025-03-22,Solapur,18.9732,75.4746,24.37,7.82,55.34,6.75
2025-05-13,Jalgaon,19.604,75.319,21.62,2.67,66.24,7.8
2025-10-12,Solapur,17.1477,75.827,32.18,12.0,92.08,7.73
2025-05-18,Solapur,19.1791,76.1007,33.06,5.6,55.18,3.38
2025-07-03,Pune,17.2745,75.8563,32.16,12.56,52.2,4.91
2025-11-26,Satara,20.6648,73.0663,26.58,1.9,47.06,6.64
2025-09-30,Pune,16.8075,75.5757,26.89,7.21,60.93,3.46
2025-12-06,Kolhapur,18.4367,73.7294,21.68,8.46,60.72,2.61
2025-03-10,Ahmednagar,19.6311,73.4652,29.07,17.69,62.93,5.67
2025-02-03,Ahmednagar,18.5611,75.2347,27.85,15.46,70.43,4.19
2025-09-19,Sangli,16.9144,74.1191,41.22,28.05,68.16,2.75
2025-02-22,Ahmednagar,18.9902,73.1999,32.44,4.26,61.59,7.04
2025-07-24,Pune,19.3873,73.4817,28.58,4.45,97.17,5.45
2025-05-06,Aurangabad,19.6671,73.0033,26.79,6.22,74.43,4.42
2025-08-23,Jalgaon,18.1797,76.1613,32.01,15.56,42.39,3.75
2025-02-12,Pune,19.0365,73.0862,22.42,6.2,34.19,5.46
2025-08-28,Pune,18.5281,73.7331,32.7,7.95,49.48,5.97
2025-04-21,Dhule,19.5243,74.4569,21.56,26.12,64.75,5.69
2025-09-06,Jalgaon,19.126,74.248,24.19,3.71,47.97,2.92
2025-05-31,Kolhapur,18.8659,76.191,,1.55,50.7,5.92
2025-07-02,Ahmednagar,17.6229,73.141,30.07,4.99,62.47,6.24
2025-12-02,Jalgaon,16.5091,74.7928,28.25,16.41,55.84,4.68
2025-04-05,Ahmednagar,17.2834,75.3817,24.19,12.73,25.14,6.76
2025-01-08,Sangli,17.0268,76.2609,22.35,17.64,81.39,3.92
2025-12-26,Jalgaon,18.5209,75.1713,33.89,35.52,77.21,7.14
2025-07-03,Ahmednagar,19.2552,75.8131,26.33,0.53,38.87,5.4
2025-10-08,Kolhapur,17.4589,73.293,23.16,9.66,63.02,4.46
2025-07-14,Nashik,20.7258,74.3508,36.61,9.57,41.9,4.72
2025-12-18,Solapur,16.5301,74.3088,23.71,12.07,51.04,6.7
2025-07-14,Solapur,19.9754,76.102,32.69,33.31,70.75,5.56
2025-06-04,Kolhapur,19.3134,73.5298,21.25,9.93,76.58,6.17
2025-04-03,Dhule,18.181,73.5316,25.23,22.37,76.16,6.81
2025-06-09,Nashik,16.7272,74.15,29.51,10.27,66.41,4.41
2025-03-02,Sangli,19.3237,73.1906,26.71,11.85,84.95,5.39
2025-05-02,Kolhapur,18.2353,73.6386,28.22,5.71,51.01,4.86
2025-02-20,Solapur,20.7132,76.3782,24.31,1.5,55.0,6.73
2025-10-04,Solapur,18.939,74.4986,19.01,31.91,20.0,4.63
2025-01-05,Solapur,20.7284,75.2121,34.33,11.04,60.32,5.27
2025-04-02,Satara,17.4922,75.5414,24.61,11.89,72.43,8.64
2025-06-19,Kolhapur,19.7658,74.2844,28.45,11.23,67.13,7.13
2025-11-13,Pune,19.2776,73.5153,30.51,18.79,50.77,3.65
2025-01-22,Sangli,19.8273,73.723,28.54,3.11,77.2,6.55
2025-11-22,Solapur,17.466,74.0964,23.46,1.7,60.67,6.23
2025-01-01,Ahmednagar,19.4925,75.2262,32.8,1.48,75.8,3.55
2025-05-13,Kolhapur,18.7412,74.394,29.57,3.07,70.75,5.03
2025-08-21,Satara,19.8427,73.0239,27.99,0.1,87.64,3.78
2025-01-12,Kolhapur,17.9717,74.8319,27.88,11.21,68.11,1.61
2025-12-12,Sangli,20.5053,76.2253,,4.04,72.98,4.98
2025-02-15,Satara,16.8794,75.8423,23.35,6.49,60.62,4.44
2025-02-03,Sangli,20.1324,75.8882,29.08,17.56,52.95,3.55
2025-03-19,Kolhapur,20.3759,75.7827,24.36,4.06,70.83,5.19
2025-08-06,Pune,20.1776,74.1331,17.32,4.23,89.05,2.02
2025-10-28,Sangli,18.8073,75.6782,17.19,8.78,50.91,5.26
2025-03-14,Satara,18.4727,73.5011,21.93,6.79,57.53,5.22
2025-10-09,Satara,20.9832,75.302,23.71,0.87,62.48,6.22
2025-09-06,Sangli,17.5313,75.2455,37.86,11.67,74.33,2.8
2025-02-16,Aurangabad,18.9609,73.0895,30.49,3.97,68.22,8.41
2025-05-01,Kolhapur,19.518,75.7579,30.94,8.28,78.44,7.83
2025-08-02,Aurangabad,19.6539,76.1614,23.81,7.2,97.53,4.04
2025-08-27,Dhule,17.4181,73.936,,18.35,50.5,7.39
2025-02-25,Kolhapur,19.443,75.8434,38.53,10.72,72.98,6.49
2025-12-16,Sangli,20.1827,73.2884,20.93,8.58,67.77,4.54
2025-04-17,Nashik,16.7251,75.0999,29.28,23.46,62.34,4.29
2025-11-15,Sangli,20.6018,74.6998,35.06,9.05,72.91,4.4
2025-02-17,Aurangabad,16.6328,74.9107,31.83,0.46,57.2,9.0
2025-03-02,Pune,18.1019,76.2417,36.01,15.81,67.81,7.24
2025-12-03,Sangli,16.5712,76.0496,28.06,12.03,38.5,4.9
2025-01-26,Sangli,16.8472,75.7478,30.02,20.47,52.3,5.03
2025-10-19,Pune,20.6003,73.9579,27.55,15.53,,6.47
2025-09-14,Sangli,18.0969,76.1914,29.67,3.56,80.16,6.41
2025-01-08,Solapur,18.4115,73.3413,22.42,18.9,66.67,3.76
2025-04-23,Nashik,17.469,75.9867,30.96,8.83,53.85,5.65
2025-12-21,Ahmednagar,19.1869,74.1486,28.47,4.55,76.85,4.37
2025-09-10,Nashik,19.1766,73.1882,27.31,4.05,84.26,5.43
2025-06-29,Sangli,18.1749,75.3427,35.73,10.31,54.58,5.13
2025-07-26,Solapur,17.9987,73.8095,25.67,5.36,35.81,6.73
2025-10-30,Kolhapur,20.4823,73.8525,33.04,1.82,70.08,4.8
2025-05-07,Sangli,18.2248,74.0712,33.54,1.44,78.45,5.38
2025-02-25,Aurangabad,18.7208,73.2229,31.28,7.26,72.57,2.38
2025-08-02,Solapur,17.7749,73.6199,22.17,3.35,90.17,5.69
2025-01-14,Pune,20.0405,73.018,28.8,2.48,90.25,4.03
2025-01-28,Solapur,18.2885,74.5589,36.79,26.42,56.5,2.92
2025-03-19,Pune,18.8112,73.2949,17.91,2.88,65.58,6.89
2025-08-04,Dhule,17.6401,75.3893,26.06,12.48,53.06,5.14
2025-12-31,Ahmednagar,20.9445,73.8247,32.81,13.81,43.6,2.08
2025-06-03,Jalgaon,17.8117,76.3025,26.42,2.2,44.66,4.02
2025-01-14,Solapur,19.9683,76.0494,31.05,2.3,74.91,5.21
2025-07-06,Satara,18.4237,74.013,34.05,1.83,67.45,5.25
2025-11-08,Aurangabad,17.428,75.7413,28.16,3.7,78.02,4.45
2025-01-07,Sangli,20.0987,75.8114,29.54,11.95,98.0,1.0
2025-01-03,Aurangabad,18.0012,76.453,27.46,7.55,71.0,4.37
2025-04-21,Nashik,20.3934,75.0924,28.49,19.16,47.82,6.81
2025-08-26,Jalgaon,20.6187,73.2869,37.51,14.44,80.63,7.3
2025-12-29,Nashik,20.3692,75.2639,26.68,15.63,47.48,4.29
2025-08-27,Dhule,16.6575,75.1874,25.23,21.96,93.47,8.03
2025-10-01,Jalgaon,20.0432,75.2342,32.21,7.34,26.51,2.77
2025-10-21,Jalgaon,18.351,74.075,22.79,10.62,52.16,3.98
2025-08-15,Nashik,20.4318,76.0089,23.93,17.52,73.2,6.54
2025-01-15,Pune,19.3708,76.3582,23.96,20.61,83.2,6.3
2025-07-11,Nashik,20.2514,73.762,25.72,11.61,49.81,5.19
2025-04-29,Aurangabad,18.7474,73.3085,25.94,0.6,46.55,3.52
2025-01-28,Pune,18.9076,73.6809,30.5,36.87,64.67,3.52
2025-07-21,Aurangabad,17.1497,75.8719,25.29,7.16,96.36,4.11
2025-02-08,Dhule,20.0279,75.3683,30.7,4.58,34.31,3.58
2025-09-30,Sangli,18.3873,75.2262,31.32,3.03,56.35,5.4
2025-08-19,Kolhapur,18.7504,74.4063,23.73,14.93,66.68,5.06
2025-03-27,Pune,20.0329,75.0224,31.21,11.85,47.67,3.46
2025-05-06,Dhule,19.1948,74.0776,31.67,3.09,47.61,4.67
2025-10-27,Satara,17.4049,74.6702,18.2,0.67,57.8,1.23
2025-01-25,Dhule,19.156,75.7757,28.47,3.04,67.27,5.71
2025-05-25,Nashik,18.3343,76.4343,24.47,15.95,58.49,6.28
2025-01-13,Nashik,18.6129,76.2637,33.52,7.88,88.38,3.83
2025-07-31,Kolhapur,16.6274,76.2685,24.42,1.09,72.67,4.02
2025-01-25,Dhule,17.4451,74.4078,20.3,2.75,68.9,5.59
2025-03-09,Ahmednagar,17.7647,74.6408,26.85,6.78,80.5,5.36
2025-03-08,Sangli,19.7083,75.4697,22.52,9.18,69.21,6.36
2025-08-21,Nashik,16.5517,76.2277,31.25,4.72,54.02,4.03
2025-04-19,Kolhapur,18.3395,73.497,22.96,9.96,57.26,4.21
2025-05-26,Sangli,20.6581,74.0648,26.91,14.45,41.67,4.87
2025-04-21,Dhule,17.0035,73.4874,34.73,5.33,98.0,3.6
2025-08-16,Dhule,18.8239,75.142,32.49,23.5,78.75,4.84
2025-04-21,Jalgaon,20.0394,74.0721,29.39,2.42,20.0,3.63
2025-02-03,Kolhapur,20.7414,74.1414,26.36,1.71,86.0,5.83
2025-04-21,Nashik,19.8605,73.2482,28.91,21.83,35.61,3.8
2025-09-21,Ahmednagar,19.7425,74.2243,30.44,0.03,71.37,5.58
2025-08-24,Dhule,20.2192,76.0187,22.07,3.58,22.33,7.38
2025-03-24,Ahmednagar,18.5079,73.8158,31.26,4.62,54.29,5.84
2025-02-11,Dhule,20.1263,75.4332,21.49,14.35,86.14,5.46
2025-04-11,Nashik,16.5358,75.2037,29.86,0.7,87.14,3.15
2025-01-06,Sangli,20.6605,76.0222,21.47,9.73,67.52,7.28
2025-06-29,Solapur,18.4949,73.463,36.81,7.87,76.17,6.87
2025-10-09,Sangli,18.9902,76.4216,30.82,32.49,36.56,4.97
2025-11-16,Dhule,17.647,75.0392,19.22,2.54,71.69,4.62
2025-08-14,Aurangabad,19.8414,76.4842,27.0,12.43,77.32,3.98
2025-11-11,Solapur,16.8449,76.1903,24.39,5.83,98.0,7.88
2025-12-31,Solapur,20.4269,73.7753,23.8,7.49,50.78,6.38
2025-08-17,Ahmednagar,20.2265,73.1966,27.74,3.36,62.29,4.06
2025-10-16,Kolhapur,17.4723,73.8947,22.36,13.88,63.41,6.85
2025-05-30,Ahmednagar,20.142,74.8465,30.81,16.74,74.57,7.21
2025-10-04,Ahmednagar,20.0386,73.6006,30.52,9.87,77.85,5.17
2025-07-17,Aurangabad,19.345,73.5861,28.76,57.04,81.1,4.68
2025-03-11,Sangli,18.1808,74.6191,26.9,4.88,79.78,3.71
2025-04-22,Sangli,17.7217,73.1164,30.3,14.73,35.34,6.26
2025-01-04,Satara,17.543,73.4266,30.96,25.11,,4.56
2025-12-16,Dhule,17.9337,74.4555,29.27,11.88,52.74,4.5
2025-11-27,Aurangabad,20.566,73.221,20.44,17.95,61.36,5.18
2025-11-14,Satara,16.8494,74.3886,23.06,27.69,50.96,3.97
2025-12-16,Nashik,20.2299,74.659,25.66,12.4,53.73,7.49
2025-04-05,Dhule,18.07,74.5794,19.62,16.91,55.95,6.65
2025-06-01,Dhule,18.8472,76.0421,28.12,2.59,72.39,5.31
2025-11-07,Jalgaon,20.0752,74.8552,34.06,0.02,43.39,3.92
2025-05-17,Jalgaon,20.4797,74.6379,33.26,12.55,60.6,4.0
2025-09-04,Pune,18.0515,74.4375,30.7,5.16,60.74,3.94
2025-08-31,Pune,18.5783,75.8617,30.64,6.08,71.98,3.35
2025-01-31,Ahmednagar,18.3653,76.1327,38.08,5.24,82.91,5.68
2025-02-09,Nashik,16.5596,75.9863,31.22,7.81,92.31,4.24
2025-08-17,Solapur,17.8317,75.3574,31.63,9.22,48.57,4.15
2025-02-05,Solapur,18.5664,73.4808,19.81,14.53,26.0,3.98
2025-08-11,Jalgaon,18.3499,73.969,33.66,11.57,57.65,6.71
2025-01-06,Jalgaon,19.7487,73.1612,28.99,17.05,33.4,4.06
2025-11-18,Jalgaon,18.2316,76.2579,26.6,36.29,98.0,7.1
2025-08-08,Aurangabad,18.7022,75.3128,25.36,5.46,46.29,4.77
2025-03-16,Kolhapur,18.4332,75.6123,24.26,11.48,72.15,3.33
2025-01-04,Pune,19.8328,74.0905,33.28,0.55,78.81,5.9
2025-12-01,Aurangabad,20.3834,75.9598,26.86,5.91,68.13,6.53
2025-05-14,Sangli,18.8935,73.9086,24.44,1.37,98.0,3.91
2025-04-28,Solapur,20.0524,73.0058,23.14,7.2,58.36,5.29
2025-04-04,Dhule,17.8355,74.3175,27.85,5.73,46.97,5.68
2025-03-03,Pune,18.9362,74.9977,25.2,10.28,46.04,5.34
2025-07-13,Satara,18.0535,74.6755,24.06,4.0,75.5,4.51
2025-12-01,Sangli,18.3639,76.0173,20.09,0.17,58.58,6.52
2025-07-22,Pune,19.7959,73.3689,31.8,2.35,46.04,4.82
2025-01-26,Aurangabad,20.4675,74.9384,26.31,3.63,69.94,4.29
2025-06-22,Nashik,17.0467,74.7954,21.57,16.05,74.77,2.55
2025-10-27,Dhule,19.3559,73.9849,25.64,3.21,66.88,2.57
2025-05-13,Pune,19.1196,75.8778,29.75,34.59,78.19,5.52
2025-11-22,Kolhapur,17.0329,75.635,27.14,15.76,63.59,5.08
2025-04-28,Jalgaon,17.4535,75.565,27.95,1.88,51.31,6.53
2025-11-20,Jalgaon,17.8995,76.0667,27.21,3.85,76.61,6.9
2025-10-02,Dhule,17.2512,75.5297,20.62,16.16,45.98,4.83
2025-07-31,Aurangabad,17.5968,73.8114,31.74,3.78,41.68,6.62
2025-08-13,Jalgaon,17.7042,75.4695,18.46,2.09,82.81,4.36
2025-01-20,Pune,18.0105,74.077,29.31,2.81,55.74,4.98
2025-04-23,Satara,19.8723,73.8476,30.08,5.69,91.98,4.93
2025-05-20,Solapur,19.0736,73.2555,25.9,2.04,77.42,7.57
2025-02-16,Solapur,20.9381,75.6041,28.77,11.06,54.37,3.28
2025-01-01,Sangli,18.3663,75.4885,25.61,41.32,70.75,5.29
2025-03-31,Ahmednagar,19.8924,73.8207,28.83,7.34,98.0,4.16
2025-05-22,Nashik,20.4216,75.6228,31.96,9.98,75.58,4.75
2025-11-16,Dhule,19.5554,76.2124,23.04,4.59,72.47,4.69
2025-02-07,Sangli,18.3534,73.3781,30.37,41.53,51.3,5.31
2025-10-20,Ahmednagar,19.8912,73.8142,35.46,2.94,95.2,7.22
2025-05-19,Aurangabad,17.4165,75.6259,28.32,7.2,85.72,8.05
2025-12-22,Kolhapur,17.974,73.9608,24.48,10.12,51.46,6.18
2025-11-29,Kolhapur,18.9601,75.1863,38.32,3.1,95.85,3.73
2025-09-16,Nashik,19.0893,73.2841,27.44,7.96,64.97,4.94
2025-06-10,Jalgaon,16.5996,74.5827,28.16,16.15,46.87,5.59
2025-06-27,Pune,20.753,75.5868,28.26,3.59,51.23,4.59
2025-01-10,Sangli,19.6348,75.4028,29.24,0.97,77.8,4.78
2025-09-18,Sangli,18.7307,75.8528,25.31,15.44,47.0,5.09
2025-05-18,Dhule,20.6991,76.0711,27.95,11.67,42.14,6.36
2025-06-21,Dhule,18.4759,75.7061,31.76,6.85,54.1,6.0
2025-01-13,Kolhapur,20.912,75.3506,25.13,3.52,56.79,4.28
2025-06-17,Kolhapur,18.8053,73.111,24.9,0.07,49.88,6.09
2025-05-10,Satara,17.0143,74.8724,25.54,22.36,53.83,7.79
2025-03-25,Satara,19.9416,73.1319,21.51,2.41,78.5,2.93
2025-11-17,Jalgaon,19.555,75.8282,23.59,2.84,66.62,4.54
2025-11-15,Satara,19.9784,74.1225,23.38,2.86,52.72,4.43
2025-04-11,Pune,20.7815,74.9685,27.0,17.2,54.3,5.32
2025-11-25,Pune,19.9942,73.9781,31.18,27.82,59.63,2.46
2025-09-30,Sangli,19.251,75.7388,34.27,3.01,60.66,7.24
2025-09-22,Solapur,20.3579,76.1028,27.29,2.03,60.74,5.27
2025-02-07,Pune,19.5296,74.3952,29.28,6.1,77.84,5.65
2025-04-04,Ahmednagar,18.3365,76.0202,28.22,3.83,65.55,5.47
2025-04-05,Kolhapur,20.4853,73.9348,16.53,1.82,66.08,4.43
2025-11-01,Dhule,17.4986,74.8713,21.26,21.26,87.68,6.25
2025-03-10,Satara,19.7159,76.0057,30.81,13.91,95.78,5.21
2025-11-14,Sangli,20.467,74.1406,31.29,1.08,39.84,2.07
2025-08-24,Nashik,19.7909,76.3391,31.18,9.84,33.58,5.04
2025-11-30,Dhule,19.6377,73.4266,26.11,9.05,55.71,4.78
2025-05-17,Ahmednagar,19.8869,73.064,17.03,14.47,76.1,6.25
2025-03-17,Satara,18.5927,76.1645,21.86,1.26,68.77,9.0
2025-02-04,Ahmednagar,20.4338,73.2403,22.62,20.0,80.97,5.77
2025-01-01,Kolhapur,17.4155,76.4716,30.14,5.49,54.94,8.38
2025-10-23,Kolhapur,17.0732,76.3299,25.21,12.96,26.78,4.17
2025-11-16,Jalgaon,17.7848,73.4796,35.45,1.79,37.4,4.27
2025-03-01,Sangli,18.8921,74.8815,34.34,3.93,72.17,4.83
2025-11-16,Dhule,18.7975,73.6472,35.37,3.07,81.11,5.84
2025-12-15,Aurangabad,20.1927,74.4985,22.42,0.41,27.68,4.24
2025-11-24,Aurangabad,18.3206,73.215,29.45,1.86,87.39,2.78
2025-09-24,Dhule,18.6795,73.7837,24.61,2.87,70.36,5.23
2025-12-27,Nashik,16.5602,74.2715,28.64,6.01,60.73,3.49
2025-08-17,Sangli,18.3438,74.5353,22.97,13.64,50.72,6.87
2025-09-27,Ahmednagar,19.415,76.4212,33.13,19.98,90.64,6.17
2025-11-12,Nashik,16.5698,75.8275,23.07,16.57,78.15,4.06
2025-10-13,Solapur,17.764,75.5809,17.26,17.75,70.83,5.88
2025-10-18,Dhule,17.4358,74.8796,37.17,24.81,48.83,4.38
2025-08-01,Ahmednagar,16.6889,75.94,29.21,7.73,91.06,5.12
2025-06-14,Aurangabad,18.6567,74.1876,21.65,18.27,62.55,5.14
2025-01-05,Pune,17.3178,75.4811,26.19,4.04,67.38,4.7
2025-12-05,Jalgaon,19.8439,76.4782,24.12,7.19,63.32,6.45
2025-03-19,Aurangabad,20.3157,74.1012,27.03,6.69,48.22,3.52
2025-03-03,Sangli,18.9551,75.3591,31.01,10.89,67.75,6.01
2025-05-12,Kolhapur,20.9177,75.9551,30.23,6.58,74.54,5.66
2025-03-30,Pune,18.5272,76.2053,28.27,2.43,54.05,3.09
2025-08-25,Jalgaon,18.8102,75.5128,27.03,3.76,66.21,4.01
2025-02-11,Jalgaon,20.9515,73.9926,32.39,5.33,63.05,3.56
2025-03-30,Solapur,17.542,74.142,17.37,0.33,78.47,4.65
2025-10-23,Solapur,20.7415,73.0727,23.26,22.75,,5.27
2025-11-24,Satara,16.6928,75.6631,22.11,9.24,66.08,3.81
2025-10-22,Aurangabad,18.5087,73.1496,32.03,11.11,69.87,6.65
2025-04-14,Aurangabad,16.815,76.0263,23.3,15.59,56.21,6.79
2025-01-14,Aurangabad,19.7816,73.4153,20.57,15.49,47.14,7.05
2025-10-15,Satara,19.2378,73.6016,29.75,3.17,50.07,1.12
2025-06-28,Nashik,19.6799,74.6678,22.46,12.18,69.37,8.12
2025-05-05,Jalgaon,18.1852,75.5826,25.25,12.42,57.76,5.45
2025-12-19,Pune,18.1627,73.4865,38.91,7.06,57.53,5.27
2025-01-23,Sangli,16.7039,74.5402,30.94,2.13,72.87,5.05
2025-03-04,Jalgaon,18.0748,74.69,,9.83,80.35,3.22
2025-05-23,Solapur,20.6818,73.743,26.39,5.52,,5.74
2025-06-02,Ahmednagar,18.2065,73.4045,31.54,5.9,50.97,7.62
2025-05-25,Kolhapur,20.2412,75.9275,30.31,9.19,78.61,5.43
2025-08-13,Satara,20.2905,74.7586,27.38,20.19,98.0,3.53
2025-11-05,Dhule,18.1796,73.0503,27.52,0.44,64.27,2.91
2025-04-14,Ahmednagar,19.3439,75.8104,19.6,27.04,60.68,4.76
2025-04-14,Sangli,16.9292,76.4328,18.55,0.32,56.93,4.08
2025-02-08,Aurangabad,16.9666,75.1207,26.12,34.62,42.85,6.25
2025-07-17,Solapur,16.719,74.763,23.83,8.2,77.16,7.26
2025-05-14,Solapur,19.1146,76.0745,29.93,1.57,60.76,5.9
2025-03-08,Solapur,18.4173,76.3338,27.99,5.37,59.31,5.07
2025-06-28,Aurangabad,18.9661,75.6409,23.14,5.09,74.37,5.0
2025-02-11,Dhule,18.8448,74.5591,27.82,6.61,76.03,5.31
2025-01-15,Satara,18.0759,75.0728,24.91,11.84,51.18,3.46
2025-04-21,Ahmednagar,19.5486,75.4533,37.33,9.52,51.61,6.1
2025-06-06,Aurangabad,19.9133,73.68,28.93,2.67,50.82,3.58
2025-10-16,Sangli,16.5658,74.5652,19.2,8.06,98.0,6.87
2025-08-19,Satara,17.4326,75.9044,36.1,6.18,88.59,4.66
2025-06-06,Sangli,19.7096,75.2915,23.83,1.03,74.73,6.45
2025-02-07,Satara,18.2398,74.4392,22.13,4.13,55.24,2.99
2025-04-07,Dhule,19.4812,75.3218,37.72,12.69,57.38,6.44
2025-10-16,Kolhapur,18.0613,73.4138,28.73,9.06,68.54,7.24
2025-09-11,Sangli,18.2584,74.4052,30.5,1.41,98.0,3.28
2025-07-15,Aurangabad,17.2141,75.7759,30.67,6.93,67.2,5.03
