arrival_date,state,district,market,commodity,variety,min_price_per_quintal,max_price_per_quintal,modal_price_per_quintal
2025-03-07,Maharashtra,Aurangabad,Nashik,Rice,Non-Basmati,1214.59,1712.79,1529.62
2025-01-24,Maharashtra,Pune,Sangli,Cotton,Long Staple,3930.25,4507.7,4087.63
2025-03-23,Maharashtra,Satara,Kolhapur,Wheat,Sharbati,1698.32,2335.15,1891.69
2025-04-01,Maharashtra,Pune,Ahmednagar,Chickpea,Desi,932.23,2334.66,1540.09
2025-06-21,Maharashtra,Ahmednagar,Kolhapur,Soybean,Bold,2069.17,2586.28,2272.07
2025-02-04,Maharashtra,Aurangabad,Lasalgaon,Maize,Yellow,3025.59,3793.96,3192.45
2025-02-03,Maharashtra,Jalgaon,Sangli,Rice,Non-Basmati,1623.02,2981.57,2251.0
2025-09-19,Maharashtra,Jalgaon,Sangli,Soybean,Bold,1920.14,2601.74,2286.42
2025-06-26,Maharashtra,Pune,Solapur,Tomato,Local,105.7,613.71,300.0
2025-05-24,Maharashtra,Dhule,Kolhapur,Tomato,Hybrid,1966.11,3050.35,2415.02
2025-08-03,Maharashtra,Ahmednagar,Jalgaon,Rice,Basmati,3572.0,4377.81,3696.9
2025-05-21,Maharashtra,Pune,Sangli,Rice,Basmati,2061.25,3285.49,2417.68
2025-09-25,Maharashtra,Aurangabad,Sangli,Soybean,Yellow,4529.74,5763.88,4983.92
2025-05-19,Maharashtra,Dhule,Kolhapur,Onion,Red,958.95,2390.86,
2025-02-16,Maharashtra,Ahmednagar,Nashik,Wheat,Lokwan,1616.7,2566.43,1912.58
2025-03-01,Maharashtra,Dhule,Nashik,Wheat,Lokwan,1136.34,1890.16,
2025-02-18,Maharashtra,Satara,Pune,Soybean,Yellow,1482.22,2409.23,1661.84
2025-02-21,Maharashtra,Nashik,Ahmednagar,Onion,Red,2784.16,3992.57,3144.31
2025-03-02,Maharashtra,Pune,Jalgaon,Tomato,Hybrid,1936.23,2582.69,2170.11
2025-08-02,Maharashtra,Pune,Lasalgaon,Onion,Red,4437.73,5184.14,4833.21
2025-04-05,Maharashtra,Kolhapur,Ahmednagar,Onion,Red,2446.28,3314.6,2796.61
2025-04-30,Maharashtra,Satara,Sangli,Onion,White,765.75,2318.79,1453.63
2025-08-07,Maharashtra,Pune,Kolhapur,Wheat,Sharbati,658.37,1449.53,1308.86
2025-02-09,Maharashtra,Nashik,Sangli,Onion,White,4050.71,5167.13,4500.03
2025-12-12,Maharashtra,Sangli,Lasalgaon,Soybean,Bold,2558.96,3516.6,2764.86
2025-11-23,Maharashtra,Pune,Ahmednagar,Chickpea,Desi,3632.11,4797.29,4066.29
2025-11-13,Maharashtra,Aurangabad,Nashik,Maize,White,2008.16,3136.83,2583.41
2025-08-20,Maharashtra,Aurangabad,Nashik,Cotton,Long Staple,2396.24,3355.5,2519.05
2025-07-30,Maharashtra,Satara,Lasalgaon,Cotton,Medium Staple,3747.32,4315.35,4107.74
2025-02-07,Maharashtra,Pune,Jalgaon,Cotton,Medium Staple,2821.76,3243.47,2947.35
2025-11-13,Maharashtra,Jalgaon,Lasalgaon,Chickpea,Kabuli,2687.77,3279.71,2934.14
2025-07-30,Maharashtra,Sangli,Nashik,Chickpea,Kabuli,1858.4,2120.61,2013.67
2025-03-24,Maharashtra,Kolhapur,Jalgaon,Rice,Basmati,2869.36,3942.24,3545.7
2025-12-22,Maharashtra,Solapur,Lasalgaon,Maize,White,2209.59,2639.41,2410.88
2025-04-28,Maharashtra,Pune,Jalgaon,Soybean,Yellow,1643.85,2513.62,1833.92
2025-10-30,Maharashtra,Ahmednagar,Ahmednagar,Rice,Non-Basmati,4399.75,5514.95,5082.98
2025-01-27,Maharashtra,Sangli,Nashik,Onion,Red,1730.89,2804.04,2140.47
2025-07-28,Maharashtra,Nashik,Kolhapur,Maize,Yellow,996.77,1886.49,1551.56
2025-05-05,Maharashtra,Solapur,Lasalgaon,Sugarcane,Local,3568.53,4070.45,3864.91
2025-10-03,Maharashtra,Solapur,Nashik,Sugarcane,Local,2894.75,3520.06,3314.47
2025-10-25,Maharashtra,Pune,Pune,Maize,White,1600.43,1967.15,1704.54
2025-10-24,Maharashtra,Jalgaon,Nashik,Sugarcane,Local,2060.09,2597.55,2405.38
2025-03-13,Maharashtra,Satara,Nashik,Rice,Non-Basmati,2869.66,3579.15,3302.71
2025-02-27,Maharashtra,Jalgaon,Sangli,Chickpea,Kabuli,2344.92,3316.79,2753.56
2025-10-23,Maharashtra,Satara,Ahmednagar,Maize,Yellow,3099.7,3748.26,3443.19
2025-04-29,Maharashtra,Pune,Jalgaon,Sugarcane,Local,1919.35,2866.46,2492.1
2025-03-03,Maharashtra,Nashik,Nashik,Soybean,Bold,3080.71,3623.88,3481.7
2025-03-28,Maharashtra,Solapur,Kolhapur,Sugarcane,Local,1647.62,2943.06,2129.29
2025-11-22,Maharashtra,Nashik,Lasalgaon,Onion,Red,1514.1,1935.4,1724.87
2025-04-09,Maharashtra,Dhule,Solapur,Rice,Basmati,3146.71,4142.54,3763.61
2025-05-04,Maharashtra,Nashik,Lasalgaon,Tomato,Local,2531.6,3252.88,2849.3
2025-01-07,Maharashtra,Sangli,Sangli,Wheat,Sharbati,2935.09,4042.06,3324.35
2025-05-14,Maharashtra,Jalgaon,Lasalgaon,Rice,Basmati,3657.88,4456.03,3969.2
2025-10-10,Maharashtra,Nashik,Pune,Potato,Jyoti,1177.77,2219.28,1812.92
2025-01-02,Maharashtra,Solapur,Solapur,Potato,Local,2498.41,3795.55,3138.85
2025-11-13,Maharashtra,Dhule,Solapur,Wheat,Lokwan,5049.42,5861.6,5283.99
2025-06-09,Maharashtra,Dhule,Jalgaon,Chickpea,Kabuli,1756.21,2470.35,2307.84
2025-06-06,Maharashtra,Nashik,Ahmednagar,Cotton,Medium Staple,890.6,1402.49,1052.33
2025-08-14,Maharashtra,Dhule,Sangli,Sugarcane,Local,3368.54,4369.34,3486.45
2025-11-17,Maharashtra,Ahmednagar,Ahmednagar,Soybean,Yellow,100.0,988.93,502.26
2025-05-23,Maharashtra,Kolhapur,Solapur,Chickpea,Kabuli,1004.12,1622.18,1182.83
2025-09-23,Maharashtra,Aurangabad,Nashik,Potato,Local,2314.59,2727.4,2507.46
2025-09-23,Maharashtra,Nashik,Sangli,Maize,Yellow,2001.54,3236.75,2465.5
2025-02-06,Maharashtra,Sangli,Ahmednagar,Wheat,Lokwan,2135.8,2932.51,2725.86
2025-10-15,Maharashtra,Solapur,Pune,Chickpea,Kabuli,4934.5,5332.33,5148.26
2025-10-19,Maharashtra,Solapur,Solapur,Cotton,Long Staple,2433.02,3052.74,2601.54
2025-11-16,Maharashtra,Sangli,Solapur,Maize,Yellow,1660.77,2256.48,1807.16
2025-03-14,Maharashtra,Ahmednagar,Sangli,Onion,White,1615.72,2615.81,1730.63
2025-01-16,Maharashtra,Kolhapur,Solapur,Rice,Non-Basmati,1782.79,2154.71,1952.68
2025-12-27,Maharashtra,Pune,Jalgaon,Wheat,Sharbati,377.94,1530.62,1043.56
2025-03-24,Maharashtra,Nashik,Kolhapur,Potato,Jyoti,3014.9,3433.06,3172.07
2025-06-23,Maharashtra,Satara,Solapur,Soybean,Yellow,2403.51,3523.45,2862.04
2025-03-17,Maharashtra,Nashik,Kolhapur,Onion,White,2407.54,3473.47,3060.12
2025-10-18,Maharashtra,Kolhapur,Pune,Onion,White,2984.13,4079.59,3460.82
2025-02-20,Maharashtra,Dhule,Kolhapur,Chickpea,Desi,3123.48,3613.85,3243.13
2025-12-29,Maharashtra,Pune,Pune,Wheat,Lokwan,384.38,1393.87,842.23
2025-07-05,Maharashtra,Solapur,Sangli,Rice,Non-Basmati,1520.69,2637.84,2162.53
2025-01-05,Maharashtra,Kolhapur,Solapur,Wheat,Lokwan,1918.41,2611.44,2211.95
2025-09-19,Maharashtra,Satara,Ahmednagar,Maize,White,3864.53,4682.73,4152.71
2025-06-28,Maharashtra,Pune,Kolhapur,Cotton,Medium Staple,4008.81,4665.17,4258.13
2025-05-22,Maharashtra,Solapur,Jalgaon,Onion,Red,1585.45,2733.59,1988.78
2025-09-25,Maharashtra,Ahmednagar,Lasalgaon,Onion,White,1067.7,1806.65,1310.46
2025-04-24,Maharashtra,Jalgaon,Kolhapur,Potato,Jyoti,2155.96,3512.74,2690.23
2025-06-29,Maharashtra,Satara,Sangli,Onion,White,1630.63,2395.79,2117.55
2025-03-09,Maharashtra,Pune,Ahmednagar,Rice,Basmati,2059.26,2589.43,2399.73
2025-04-17,Maharashtra,Pune,Pune,Soybean,Bold,3425.19,4363.5,3958.72
2025-02-28,Maharashtra,Ahmednagar,Lasalgaon,Wheat,Lokwan,2663.55,3069.58,2822.65
2025-10-01,Maharashtra,Sangli,Ahmednagar,Soybean,Yellow,1374.46,2338.67,1924.18
2025-01-31,Maharashtra,Satara,Kolhapur,Potato,Local,1247.65,1975.33,1709.4
2025-02-04,Maharashtra,Sangli,Kolhapur,Chickpea,Kabuli,298.71,1571.34,776.76
2025-09-17,Maharashtra,Nashik,Ahmednagar,Maize,Yellow,3036.09,3729.21,3174.89
2025-01-09,Maharashtra,Nashik,Solapur,Onion,White,2367.74,3336.69,2838.62
2025-04-19,Maharashtra,Kolhapur,Jalgaon,Tomato,Hybrid,2779.73,3906.4,3176.2
2025-05-23,Maharashtra,Aurangabad,Sangli,Potato,Local,2088.34,2684.15,2479.86
2025-02-11,Maharashtra,Kolhapur,Sangli,Maize,Yellow,939.42,2018.14,1232.53
2025-07-06,Maharashtra,Aurangabad,Pune,Wheat,Lokwan,2462.26,3053.47,2566.83
2025-03-26,Maharashtra,Satara,Nashik,Sugarcane,Local,3513.81,4076.53,
2025-12-18,Maharashtra,Jalgaon,Kolhapur,Cotton,Medium Staple,2229.35,3325.42,2569.89
2025-07-20,Maharashtra,Pune,Nashik,Sugarcane,Local,4117.54,4939.85,4471.22
2025-10-15,Maharashtra,Nashik,Nashik,Onion,White,2335.5,3386.38,2802.7
2025-12-02,Maharashtra,Satara,Sangli,Soybean,Yellow,4581.29,5676.12,4861.23
2025-10-28,Maharashtra,Satara,Jalgaon,Onion,White,4697.17,5771.35,4958.8
2025-09-18,Maharashtra,Jalgaon,Jalgaon,Maize,White,1024.22,2237.15,1422.89
2025-06-08,Maharashtra,Aurangabad,Pune,Soybean,Bold,1268.56,2157.49,1723.95
2025-06-02,Maharashtra,Nashik,Pune,Cotton,Medium Staple,1511.14,2651.22,1951.54
2025-07-03,Maharashtra,Nashik,Nashik,Potato,Jyoti,100.0,737.08,450.46
2025-09-14,Maharashtra,Aurangabad,Lasalgaon,Maize,Yellow,2495.27,3821.7,3056.76
2025-11-13,Maharashtra,Satara,Nashik,Maize,Yellow,2892.61,3397.3,3023.92
2025-03-08,Maharashtra,Sangli,Sangli,Potato,Jyoti,2292.45,3201.66,2730.53
2025-08-01,Maharashtra,Satara,Lasalgaon,Tomato,Hybrid,681.1,1844.9,1031.79
2025-08-08,Maharashtra,Satara,Pune,Onion,Red,4089.56,5150.78,4406.19
2025-11-19,Maharashtra,Solapur,Solapur,Potato,Local,100.0,1162.01,300.0
2025-12-18,Maharashtra,Aurangabad,Ahmednagar,Chickpea,Desi,538.35,1303.21,912.43
2025-08-12,Maharashtra,Dhule,Lasalgaon,Maize,Yellow,3031.75,3784.28,3563.41
2025-04-04,Maharashtra,Sangli,Jalgaon,Tomato,Local,2198.85,3707.43,2879.1
2025-02-28,Maharashtra,Satara,Pune,Rice,Non-Basmati,1572.47,2257.6,1763.07
2025-06-27,Maharashtra,Pune,Kolhapur,Sugarcane,Local,2433.21,3377.5,2565.98
2025-10-17,Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2366.84,3340.67,2655.01
2025-04-22,Maharashtra,Dhule,Nashik,Onion,Red,3786.46,4712.97,3913.13
2025-11-20,Maharashtra,Satara,Lasalgaon,Maize,White,870.39,1664.23,1040.45
2025-07-01,Maharashtra,Jalgaon,Lasalgaon,Soybean,Bold,2155.25,3600.17,2850.27
2025-08-12,Maharashtra,Sangli,Kolhapur,Sugarcane,Local,3118.42,3990.79,3794.52
2025-06-09,Maharashtra,Dhule,Lasalgaon,Cotton,Long Staple,787.56,2176.97,1302.33
2025-12-29,Maharashtra,Kolhapur,Sangli,Maize,Yellow,1886.34,2682.91,2438.13
2025-12-03,Maharashtra,Aurangabad,Ahmednagar,Maize,White,2244.95,2548.85,2429.25
2025-09-21,Maharashtra,Nashik,Kolhapur,Soybean,Bold,106.57,1088.36,563.71
2025-06-12,Maharashtra,Kolhapur,Sangli,Maize,White,2657.96,3520.13,2850.6
2025-10-07,Maharashtra,Solapur,Ahmednagar,Maize,Yellow,2595.22,3595.38,2922.25
2025-01-03,Maharashtra,Satara,Kolhapur,Potato,Jyoti,3988.32,4666.91,4295.52
2025-03-22,Maharashtra,Jalgaon,Nashik,Chickpea,Desi,2006.04,3177.48,2474.41
2025-10-19,Maharashtra,Jalgaon,Solapur,Wheat,Lokwan,2877.49,3799.36,3025.31
2025-06-28,Maharashtra,Jalgaon,Sangli,Cotton,Medium Staple,4104.57,4854.65,4266.64
2025-12-26,Maharashtra,Sangli,Solapur,Wheat,Lokwan,1263.91,2138.66,1729.87
2025-12-03,Maharashtra,Solapur,Sangli,Onion,Red,601.28,1673.81,1082.95
2025-11-11,Maharashtra,Satara,Pune,Chickpea,Kabuli,2342.56,3436.27,2646.49
2025-04-04,Maharashtra,Aurangabad,Pune,Maize,Yellow,2075.2,3083.7,2263.32
2025-08-05,Maharashtra,Sangli,Lasalgaon,Onion,Red,1759.38,2516.25,2391.03
2025-01-22,Maharashtra,Aurangabad,Solapur,Cotton,Long Staple,1860.63,2190.32,1992.4
2025-05-06,Maharashtra,Sangli,Lasalgaon,Rice,Non-Basmati,961.76,1595.8,1492.19
2025-09-25,Maharashtra,Dhule,Ahmednagar,Rice,Basmati,3437.08,4115.06,3621.1
2025-05-23,Maharashtra,Aurangabad,Lasalgaon,Soybean,Bold,1993.09,2924.62,2475.51
2025-09-25,Maharashtra,Sangli,Sangli,Rice,Non-Basmati,4696.37,5731.21,5194.57
2025-12-08,Maharashtra,Nashik,Sangli,Maize,Yellow,669.46,1898.94,1252.02
2025-04-13,Maharashtra,Sangli,Lasalgaon,Wheat,Lokwan,4570.61,5300.25,4907.62
2025-02-25,Maharashtra,Sangli,Ahmednagar,Tomato,Local,2737.93,3117.87,2851.0
2025-08-15,Maharashtra,Sangli,Sangli,Potato,Jyoti,1935.62,2938.11,2522.25
2025-04-16,Maharashtra,Ahmednagar,Ahmednagar,Wheat,Lokwan,812.76,1286.41,1179.2
2025-05-24,Maharashtra,Jalgaon,Pune,Wheat,Sharbati,1096.66,2468.47,1704.92
2025-02-02,Maharashtra,Sangli,Pune,Tomato,Local,3444.77,4417.34,4010.36
2025-04-27,Maharashtra,Pune,Solapur,Maize,Yellow,100.0,898.23,300.0
2025-06-20,Maharashtra,Sangli,Pune,Potato,Local,100.0,705.52,345.74
2025-11-01,Maharashtra,Jalgaon,Ahmednagar,Cotton,Medium Staple,188.5,1157.59,565.74
2025-11-30,Maharashtra,Dhule,Lasalgaon,Onion,White,3387.34,4437.59,3905.25
2025-01-18,Maharashtra,Satara,Nashik,Soybean,Bold,2815.0,3583.73,3316.88
2025-08-24,Maharashtra,Jalgaon,Sangli,Rice,Basmati,873.53,1884.63,1284.37
2025-06-17,Maharashtra,Kolhapur,Lasalgaon,Sugarcane,Local,1482.85,2121.76,1934.06
2025-12-29,Maharashtra,Pune,Sangli,Sugarcane,Local,2076.63,3140.67,2655.8
2025-12-12,Maharashtra,Nashik,Solapur,Wheat,Sharbati,3280.64,4399.51,3723.61
2025-12-01,Maharashtra,Ahmednagar,Lasalgaon,Potato,Jyoti,914.22,1823.56,1284.31
2025-12-22,Maharashtra,Solapur,Lasalgaon,Tomato,Hybrid,2162.59,3356.86,2659.84
2025-06-04,Maharashtra,Jalgaon,Kolhapur,Wheat,Sharbati,1965.54,2405.38,2086.85
2025-08-28,Maharashtra,Sangli,Lasalgaon,Sugarcane,Local,2210.9,2515.47,2376.42
2025-04-28,Maharashtra,Pune,Solapur,Maize,Yellow,1248.96,1568.99,1424.21
2025-03-22,Maharashtra,Aurangabad,Lasalgaon,Chickpea,Desi,2396.33,3066.77,2751.79
2025-11-06,Maharashtra,Sangli,Sangli,Rice,Non-Basmati,938.0,1987.2,1561.06
2025-12-10,Maharashtra,Pune,Nashik,Chickpea,Kabuli,2128.6,3144.58,2614.58
2025-06-17,Maharashtra,Jalgaon,Lasalgaon,Potato,Jyoti,3691.43,5081.13,4375.0
2025-06-22,Maharashtra,Satara,Solapur,Rice,Basmati,3628.5,4524.15,3752.47
2025-12-21,Maharashtra,Sangli,Solapur,Rice,Basmati,3634.57,4822.72,4167.77
2025-11-20,Maharashtra,Pune,Lasalgaon,Tomato,Local,2591.18,3350.27,2879.71
2025-08-06,Maharashtra,Kolhapur,Solapur,Maize,Yellow,3745.43,4170.99,3859.4
2025-08-16,Maharashtra,Kolhapur,Jalgaon,Chickpea,Kabuli,100.0,779.58,337.33
2025-07-10,Maharashtra,Pune,Pune,Wheat,Sharbati,268.88,785.21,466.49
2025-08-14,Maharashtra,Aurangabad,Ahmednagar,Potato,Jyoti,1065.54,1893.56,1293.99
2025-06-17,Maharashtra,Satara,Solapur,Sugarcane,Local,1072.51,2131.36,1376.79
2025-10-24,Maharashtra,Aurangabad,Kolhapur,Wheat,Sharbati,3184.48,4272.05,3757.5
2025-07-08,Maharashtra,Aurangabad,Jalgaon,Soybean,Yellow,214.77,826.2,689.53
2025-07-12,Maharashtra,Ahmednagar,Jalgaon,Rice,Non-Basmati,612.99,1723.71,871.91
2025-01-01,Maharashtra,Dhule,Nashik,Tomato,Hybrid,2152.63,2689.15,2353.72
2025-01-09,Maharashtra,Sangli,Pune,Onion,White,2498.66,3496.0,2664.39
2025-03-16,Maharashtra,Dhule,Sangli,Potato,Local,3360.17,4300.51,3550.06
2025-12-02,Maharashtra,Kolhapur,Pune,Maize,White,1558.24,2609.63,2179.13
2025-12-15,Maharashtra,Dhule,Nashik,Rice,Basmati,1627.13,2426.11,2280.74
2025-05-23,Maharashtra,Nashik,Ahmednagar,Potato,Local,2883.86,4422.8,3564.64
2025-11-11,Maharashtra,Satara,Pune,Cotton,Long Staple,819.29,2047.37,1420.13
2025-07-13,Maharashtra,Ahmednagar,Lasalgaon,Potato,Jyoti,2014.77,2946.93,2647.2
2025-01-10,Maharashtra,Sangli,Solapur,Onion,Red,2594.29,3710.78,3183.95
2025-05-19,Maharashtra,Pune,Lasalgaon,Wheat,Sharbati,1380.7,2663.83,2055.53
2025-01-30,Maharashtra,Solapur,Jalgaon,Potato,Local,2925.42,3814.14,3532.81
2025-10-06,Maharashtra,Satara,Lasalgaon,Sugarcane,Local,1094.69,1646.72,1471.89
2025-10-05,Maharashtra,Nashik,Jalgaon,Soybean,Yellow,4080.87,4688.8,4374.83
2025-02-11,Maharashtra,Pune,Lasalgaon,Sugarcane,Local,1671.79,2260.4,2122.32
2025-08-16,Maharashtra,Pune,Jalgaon,Wheat,Lokwan,1508.27,2129.17,1973.18
2025-10-12,Maharashtra,Jalgaon,Pune,Chickpea,Kabuli,302.03,972.25,746.98
2025-07-20,Maharashtra,Sangli,Sangli,Cotton,Medium Staple,631.85,1382.61,1155.89
2025-11-17,Maharashtra,Sangli,Jalgaon,Maize,Yellow,1006.69,1824.44,1526.08
2025-07-29,Maharashtra,Satara,Ahmednagar,Chickpea,Desi,994.13,1996.39,1146.45
2025-06-27,Maharashtra,Aurangabad,Solapur,Onion,White,809.66,1641.63,1080.97
2025-03-27,Maharashtra,Ahmednagar,Pune,Cotton,Medium Staple,1918.72,2990.64,2552.64
2025-02-17,Maharashtra,Jalgaon,Ahmednagar,Tomato,Local,2767.35,3772.41,3221.37
2025-10-20,Maharashtra,Ahmednagar,Kolhapur,Tomato,Hybrid,2538.37,2940.06,2835.49
2025-07-25,Maharashtra,Solapur,Lasalgaon,Maize,White,100.0,1115.8,300.0
2025-12-08,Maharashtra,Jalgaon,Nashik,Onion,Red,1000.79,1776.06,1250.21
2025-12-13,Maharashtra,Aurangabad,Nashik,Cotton,Long Staple,3518.99,4325.83,3864.51
2025-11-22,Maharashtra,Dhule,Jalgaon,Maize,White,621.83,1740.87,887.59
2025-11-07,Maharashtra,Satara,Lasalgaon,Sugarcane,Local,1731.93,3039.07,2354.74
2025-11-02,Maharashtra,Dhule,Jalgaon,Sugarcane,Local,647.63,1554.54,1184.61
2025-11-06,Maharashtra,Nashik,Sangli,Cotton,Long Staple,3690.35,4915.41,4066.49
2025-07-10,Maharashtra,Solapur,Ahmednagar,Potato,Jyoti,887.15,2328.13,1546.53
2025-12-27,Maharashtra,Aurangabad,Solapur,Chickpea,Kabuli,2668.86,4188.95,3325.33
2025-01-16,Maharashtra,Solapur,Jalgaon,Tomato,Local,1103.8,1807.7,1630.72
2025-05-08,Maharashtra,Pune,Ahmednagar,Potato,Local,100.0,1164.23,300.0
2025-10-30,Maharashtra,Pune,Pune,Maize,White,2533.53,3599.47,3065.16
2025-07-04,Maharashtra,Aurangabad,Sangli,Chickpea,Desi,100.0,937.77,300.0
2025-05-10,Maharashtra,Jalgaon,Nashik,Potato,Local,1051.62,1673.88,1404.09
2025-06-14,Maharashtra,Satara,Lasalgaon,Rice,Non-Basmati,4474.98,4951.38,4739.06
2025-04-03,Maharashtra,Kolhapur,Pune,Cotton,Medium Staple,6119.53,6419.19,6255.68
2025-10-06,Maharashtra,Solapur,Sangli,Onion,White,1943.62,2961.99,2524.14
2025-08-01,Maharashtra,Ahmednagar,Ahmednagar,Sugarcane,Local,1256.99,1707.36,1430.28
2025-05-21,Maharashtra,Ahmednagar,Sangli,Rice,Basmati,2184.89,2696.4,2531.1
2025-04-25,Maharashtra,Sangli,Sangli,Maize,White,682.36,1787.19,923.14
2025-11-17,Maharashtra,Satara,Ahmednagar,Chickpea,Desi,1620.58,2680.07,1993.35
2025-10-31,Maharashtra,Pune,Pune,Cotton,Long Staple,4133.88,4937.15,4422.87
2025-01-07,Maharashtra,Kolhapur,Jalgaon,Chickpea,Kabuli,2153.54,3446.04,2751.36
2025-02-25,Maharashtra,Kolhapur,Solapur,Chickpea,Kabuli,106.21,1382.28,793.12
2025-07-11,Maharashtra,Nashik,Kolhapur,Onion,Red,2322.79,3230.15,2987.72
2025-01-22,Maharashtra,Kolhapur,Kolhapur,Wheat,Lokwan,100.0,1052.78,446.03
2025-11-15,Maharashtra,Solapur,Ahmednagar,Onion,White,100.0,944.81,300.0
2025-03-21,Maharashtra,Solapur,Pune,Potato,Jyoti,3078.47,3708.88,3418.91
2025-10-11,Maharashtra,Ahmednagar,Ahmednagar,Wheat,Lokwan,1170.02,1939.62,1583.51
2025-04-13,Maharashtra,Jalgaon,Lasalgaon,Rice,Basmati,4134.08,4794.83,4388.19
2025-08-05,Maharashtra,Ahmednagar,Pune,Chickpea,Desi,595.96,1816.79,1234.75
2025-05-22,Maharashtra,Solapur,Sangli,Cotton,Medium Staple,3765.2,4174.47,3973.02
2025-03-26,Maharashtra,Ahmednagar,Kolhapur,Tomato,Hybrid,4003.59,5164.67,4469.89
2025-03-18,Maharashtra,Dhule,Kolhapur,Maize,White,2107.06,3063.56,2686.74
2025-09-15,Maharashtra,Dhule,Solapur,Onion,White,1679.64,2790.3,2136.88
2025-11-03,Maharashtra,Aurangabad,Solapur,Wheat,Lokwan,1632.19,2625.77,1779.46
2025-08-16,Maharashtra,Dhule,Lasalgaon,Wheat,Lokwan,1387.68,2650.45,1854.55
2025-03-19,Maharashtra,Sangli,Lasalgaon,Wheat,Sharbati,100.0,1267.75,577.68
2025-06-11,Maharashtra,Kolhapur,Nashik,Potato,Jyoti,3056.16,3523.52,3268.86
2025-03-23,Maharashtra,Ahmednagar,Nashik,Onion,Red,2684.58,3912.41,3226.75
2025-08-04,Maharashtra,Dhule,Nashik,Soybean,Yellow,1597.52,2833.3,2224.67
2025-02-20,Maharashtra,Aurangabad,Pune,Chickpea,Desi,1844.07,3253.98,2535.94
2025-06-13,Maharashtra,Pune,Solapur,Chickpea,Kabuli,1609.23,2750.32,1955.27
2025-09-08,Maharashtra,Dhule,Lasalgaon,Rice,Basmati,925.2,1389.48,1040.29
2025-08-01,Maharashtra,Satara,Jalgaon,Tomato,Local,583.71,1550.6,935.16
2025-07-30,Maharashtra,Pune,Nashik,Tomato,Hybrid,1321.79,2138.04,1817.93
2025-06-12,Maharashtra,Satara,Lasalgaon,Maize,Yellow,1394.11,2405.95,2028.93
2025-11-15,Maharashtra,Aurangabad,Nashik,Potato,Jyoti,3223.73,4403.11,3886.6
2025-12-26,Maharashtra,Pune,Pune,Soybean,Yellow,2656.42,3749.49,3302.16
2025-03-26,Maharashtra,Ahmednagar,Ahmednagar,Soybean,Bold,3853.63,4928.91,4348.41
2025-01-03,Maharashtra,Sangli,Pune,Chickpea,Desi,2818.67,4035.2,3328.19
2025-01-05,Maharashtra,Nashik,Kolhapur,Chickpea,Kabuli,496.61,1182.05,598.04
2025-08-23,Maharashtra,Jalgaon,Sangli,Soybean,Bold,400.3,1594.38,718.54
2025-10-02,Maharashtra,Aurangabad,Lasalgaon,Sugarcane,Local,583.67,1918.28,1227.78
2025-10-17,Maharashtra,Ahmednagar,Kolhapur,Sugarcane,Local,1562.99,2964.77,2076.76
2025-01-20,Maharashtra,Nashik,Jalgaon,Sugarcane,Local,1187.8,2263.31,1568.55
2025-11-25,Maharashtra,Satara,Ahmednagar,Soybean,Yellow,3167.86,3836.75,3330.41
2025-07-14,Maharashtra,Nashik,Ahmednagar,Tomato,Hybrid,3666.41,4343.01,3914.2
2025-05-29,Maharashtra,Ahmednagar,Sangli,Wheat,Sharbati,617.09,1738.57,1050.04
2025-04-26,Maharashtra,Kolhapur,Ahmednagar,Potato,Local,100.0,1178.21,528.51
2025-01-04,Maharashtra,Solapur,Pune,Onion,White,4315.79,5108.28,4473.27
2025-01-22,Maharashtra,Jalgaon,Ahmednagar,Maize,White,2585.46,3455.14,2777.71
2025-11-23,Maharashtra,Kolhapur,Jalgaon,Tomato,Hybrid,1364.59,2655.34,1857.6
2025-07-09,Maharashtra,Sangli,Kolhapur,Rice,Non-Basmati,4121.4,4680.09,4397.89
2025-01-12,Maharashtra,Jalgaon,Pune,Cotton,Medium Staple,3792.41,4546.15,3994.23
2025-07-08,Maharashtra,Ahmednagar,Ahmednagar,Chickpea,Desi,1582.98,2372.68,1790.04
2025-11-13,Maharashtra,Dhule,Ahmednagar,Soybean,Bold,3148.96,3878.82,3544.53
2025-01-27,Maharashtra,Dhule,Lasalgaon,Chickpea,Kabuli,3432.51,4773.12,3882.76
2025-12-06,Maharashtra,Solapur,Jalgaon,Rice,Basmati,2863.66,4234.7,3506.27
2025-05-22,Maharashtra,Nashik,Sangli,Chickpea,Kabuli,3603.86,4378.76,4021.75
2025-01-07,Maharashtra,Solapur,Ahmednagar,Sugarcane,Local,845.79,1747.3,1360.55
2025-01-10,Maharashtra,Jalgaon,Jalgaon,Soybean,Bold,2322.92,3205.94,2531.33
2025-06-28,Maharashtra,Aurangabad,Ahmednagar,Rice,Basmati,3946.5,4583.77,4474.57
2025-01-03,Maharashtra,Nashik,Sangli,Maize,Yellow,1543.02,2503.47,2032.23
2025-04-13,Maharashtra,Ahmednagar,Sangli,Wheat,Lokwan,1496.13,2100.33,1725.84
2025-10-27,Maharashtra,Dhule,Lasalgaon,Sugarcane,Local,2131.63,3416.46,2633.26
2025-02-23,Maharashtra,Ahmednagar,Lasalgaon,Onion,White,373.46,1333.39,600.35
2025-06-11,Maharashtra,Pune,Lasalgaon,Sugarcane,Local,2435.5,3257.32,2891.65
