sample_date,state,district,soil_type,ph,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,moisture_pct
2024-05-05,Maharashtra,Kolhapur,Alluvial,6.88,0.45,271.23,5.0,182.2,40.46
2025-07-26,Maharashtra,Solapur,Red,6.97,0.7,294.83,35.7,146.07,37.52
2024-04-29,Maharashtra,Solapur,Red,5.61,0.68,122.0,34.46,328.46,32.79
2025-03-03,Maharashtra,Solapur,Loamy,5.53,0.9,80.0,27.0,235.61,28.82
2024-07-08,Maharashtra,Ahmednagar,Loamy,6.9,0.93,145.0,10.85,231.7,36.84
2025-09-24,Maharashtra,Dhule,Black,7.35,0.64,221.56,6.18,259.09,22.58
2025-03-03,Maharashtra,Solapur,Alluvial,6.33,0.72,306.11,16.52,172.98,30.87
2025-07-13,Maharashtra,Dhule,Red,7.97,0.73,80.0,28.25,415.32,51.28
2024-07-20,Maharashtra,Jalgaon,Red,7.31,0.1,387.43,22.03,389.82,39.18
2024-02-28,Maharashtra,Nashik,Alluvial,6.16,0.25,273.65,11.57,421.81,48.71
2025-11-27,Maharashtra,Solapur,Alluvial,6.82,0.5,368.82,33.48,328.34,55.64
2024-08-10,Maharashtra,Satara,Loamy,8.5,0.51,189.12,38.84,257.05,35.88
2025-05-06,Maharashtra,Dhule,Black,5.93,0.35,300.31,19.73,421.47,40.49
2024-01-11,Maharashtra,Satara,Black,7.17,0.84,266.82,23.09,191.9,34.38
2025-12-01,Maharashtra,Satara,Loamy,6.57,0.65,325.41,6.91,172.88,28.25
2025-05-26,Maharashtra,Aurangabad,Loamy,7.29,0.6,241.3,17.86,199.85,26.56
2024-11-05,Maharashtra,Solapur,Red,7.69,0.34,297.86,27.1,312.29,48.12
2024-02-03,Maharashtra,Jalgaon,Loamy,6.53,0.64,348.18,25.55,183.79,40.5
2024-12-05,Maharashtra,Kolhapur,Black,7.58,0.1,207.91,16.92,244.46,60.16
2025-10-08,Maharashtra,Satara,Red,8.35,0.61,279.38,19.26,99.81,49.66
2025-04-25,Maharashtra,Nashik,Black,6.85,0.67,108.97,17.53,308.11,29.23
2025-07-27,Maharashtra,Pune,Alluvial,7.35,0.71,316.2,19.22,108.29,48.08
2024-04-02,Maharashtra,Satara,Black,6.39,0.26,,26.23,166.78,34.34
2025-09-19,Maharashtra,Nashik,Red,6.81,0.71,160.45,5.0,381.72,52.6
2024-05-12,Maharashtra,Sangli,Black,6.68,0.39,252.69,21.26,378.03,32.16
2025-02-22,Maharashtra,Nashik,Red,7.36,0.45,330.44,25.5,297.43,25.37
2025-04-12,Maharashtra,Ahmednagar,Red,7.64,0.83,262.51,16.3,287.57,28.45
2025-03-19,Maharashtra,Kolhapur,Loamy,6.72,1.15,273.21,17.21,206.9,29.06
2025-12-05,Maharashtra,Sangli,Black,7.87,0.66,228.72,17.5,182.71,27.92
2024-01-30,Maharashtra,Aurangabad,Loamy,7.87,0.45,225.75,17.21,223.78,31.13
2024-10-24,Maharashtra,Nashik,Loamy,7.39,0.7,253.06,22.06,108.63,48.28
2024-03-01,Maharashtra,Nashik,Black,6.44,0.88,263.33,23.29,285.24,59.55
2025-04-02,Maharashtra,Dhule,Red,6.37,0.81,165.48,5.0,264.88,22.04
2024-10-30,Maharashtra,Jalgaon,Alluvial,6.23,1.34,254.72,28.53,166.66,53.16
2024-12-05,Maharashtra,Kolhapur,Black,7.46,0.47,385.48,19.1,416.87,32.27
2025-03-23,Maharashtra,Ahmednagar,Loamy,5.95,0.71,226.47,41.33,320.69,42.17
2024-10-28,Maharashtra,Satara,Loamy,7.27,1.04,161.02,10.08,329.18,18.15
2025-06-23,Maharashtra,Ahmednagar,Red,6.04,1.02,247.89,13.33,211.27,44.29
2025-04-29,Maharashtra,Aurangabad,Loamy,7.38,0.16,202.83,19.97,259.87,13.94
2024-03-17,Maharashtra,Solapur,Alluvial,6.81,0.65,152.93,26.13,322.74,41.77
2025-09-24,Maharashtra,Solapur,Loamy,7.73,1.02,271.13,5.0,275.28,41.09
2025-05-29,Maharashtra,Ahmednagar,Red,7.6,1.37,203.18,13.71,420.19,40.29
2025-07-02,Maharashtra,Aurangabad,Black,7.8,0.83,210.02,27.91,239.62,29.18
2025-10-20,Maharashtra,Satara,Red,7.82,0.56,272.27,12.52,209.54,44.59
2024-04-01,Maharashtra,Sangli,Loamy,6.9,0.4,137.35,35.7,323.43,42.69
2025-04-10,Maharashtra,Jalgaon,Red,5.99,1.2,120.67,17.46,133.54,35.48
2025-04-10,Maharashtra,Jalgaon,Loamy,6.06,0.83,313.67,13.01,352.43,46.06
2025-08-21,Maharashtra,Ahmednagar,Red,5.34,0.44,105.53,28.1,129.93,36.85
2024-02-09,Maharashtra,Jalgaon,Black,6.04,0.6,181.87,38.08,323.86,44.35
2025-11-20,Maharashtra,Ahmednagar,Loamy,6.85,0.73,116.01,26.16,195.17,36.49
2024-11-24,Maharashtra,Solapur,Alluvial,6.41,0.79,221.11,34.6,307.66,40.6
2024-10-11,Maharashtra,Nashik,Alluvial,,0.43,294.24,38.77,350.73,44.9
2025-07-07,Maharashtra,Sangli,Alluvial,7.14,0.5,268.99,12.78,275.34,33.23
2024-03-06,Maharashtra,Jalgaon,Alluvial,6.59,0.24,451.35,31.38,140.04,23.19
2025-09-27,Maharashtra,Pune,Loamy,6.01,0.91,346.95,6.77,170.32,41.31
2025-10-18,Maharashtra,Solapur,Loamy,6.76,0.56,185.51,26.25,187.13,52.27
2025-09-23,Maharashtra,Aurangabad,Black,6.17,0.77,164.24,21.29,70.5,41.59
2024-04-18,Maharashtra,Pune,Red,6.61,1.01,476.54,34.43,372.75,41.82
2025-02-18,Maharashtra,Dhule,Loamy,7.74,0.7,345.01,33.72,271.01,37.49
2024-04-01,Maharashtra,Jalgaon,Alluvial,6.61,0.62,307.15,27.7,146.45,46.87
2025-01-02,Maharashtra,Ahmednagar,Loamy,,0.7,265.99,24.98,405.57,35.77
2025-02-26,Maharashtra,Jalgaon,Alluvial,7.8,0.67,281.88,27.08,189.87,32.55
2025-07-25,Maharashtra,Satara,Black,6.39,0.96,141.43,22.62,285.06,51.26
2024-08-27,Maharashtra,Satara,Red,6.02,0.73,272.56,21.39,177.47,31.63
2025-03-10,Maharashtra,Kolhapur,Loamy,6.76,0.51,265.7,36.43,58.17,48.67
2024-07-30,Maharashtra,Sangli,Red,7.61,0.91,187.67,37.63,123.56,51.27
2025-02-03,Maharashtra,Satara,Alluvial,6.46,0.96,216.92,20.58,215.15,44.8
2025-09-01,Maharashtra,Nashik,Alluvial,7.44,0.32,381.21,24.38,349.83,23.01
2025-06-09,Maharashtra,Ahmednagar,Red,7.65,1.03,249.99,22.82,294.65,38.33
2025-12-30,Maharashtra,Jalgaon,Black,6.26,0.74,425.69,5.88,274.02,35.58
2025-04-12,Maharashtra,Sangli,Red,6.33,0.72,120.75,18.64,59.0,32.05
2024-06-18,Maharashtra,Sangli,Red,7.3,0.9,218.23,38.0,387.01,39.71
2024-07-28,Maharashtra,Dhule,Loamy,6.91,0.51,136.22,14.5,282.37,47.23
2024-09-12,Maharashtra,Pune,Loamy,6.32,0.89,163.25,43.15,248.06,32.5
2025-11-13,Maharashtra,Kolhapur,Alluvial,6.55,0.56,193.74,33.72,373.24,35.94
2024-03-13,Maharashtra,Jalgaon,Loamy,6.75,0.28,285.22,26.01,384.75,35.11
2024-05-26,Maharashtra,Kolhapur,Black,5.7,0.4,281.35,27.61,375.46,51.97
2024-12-05,Maharashtra,Sangli,Black,7.34,0.79,205.66,12.83,235.29,34.91
2024-11-12,Maharashtra,Satara,Black,6.46,0.41,81.78,19.35,159.65,23.19
2025-09-09,Maharashtra,Solapur,Alluvial,5.0,1.05,378.22,36.41,358.89,19.12
2025-08-28,Maharashtra,Kolhapur,Black,6.78,0.95,237.14,15.85,123.49,42.35
2025-07-28,Maharashtra,Nashik,Black,6.28,0.98,170.7,32.61,454.73,28.87
2024-06-02,Maharashtra,Solapur,Loamy,7.98,0.68,281.99,8.23,262.8,46.02
2024-09-11,Maharashtra,Ahmednagar,Alluvial,6.39,0.71,276.36,10.02,153.91,22.03
2024-12-16,Maharashtra,Solapur,Red,6.03,0.35,234.19,41.01,136.81,31.53
2025-06-30,Maharashtra,Nashik,Black,7.16,0.9,271.88,21.88,132.24,22.03
2024-11-07,Maharashtra,Pune,Loamy,6.34,0.74,167.6,16.62,274.04,43.22
2025-10-30,Maharashtra,Jalgaon,Red,6.25,0.79,320.79,35.63,259.36,45.79
2024-05-13,Maharashtra,Kolhapur,Black,7.16,1.07,180.25,34.46,136.41,42.06
2024-05-08,Maharashtra,Satara,Red,6.07,0.5,211.55,31.21,224.35,24.97
2025-03-11,Maharashtra,Pune,Red,5.78,0.62,311.9,16.3,123.21,29.05
2024-10-06,Maharashtra,Nashik,Alluvial,8.01,0.73,356.32,19.13,318.93,40.81
2024-12-23,Maharashtra,Pune,Alluvial,7.21,0.42,386.86,25.12,254.54,17.75
2024-09-08,Maharashtra,Kolhapur,Black,6.62,0.6,344.46,28.94,222.16,35.11
2024-05-14,Maharashtra,Pune,Black,6.8,0.77,234.07,16.92,131.19,56.2
2025-06-06,Maharashtra,Ahmednagar,Alluvial,7.15,0.57,136.72,23.71,229.98,35.84
2025-10-21,Maharashtra,Dhule,Black,7.48,0.98,372.4,24.67,218.53,20.14
2024-11-14,Maharashtra,Kolhapur,Black,6.27,0.27,369.66,34.87,291.77,30.71
2024-03-20,Maharashtra,Jalgaon,Alluvial,7.06,0.93,206.24,29.54,276.7,30.43
2024-07-09,Maharashtra,Solapur,Red,6.45,0.82,333.7,6.93,339.21,63.68
2025-03-28,Maharashtra,Kolhapur,Black,6.67,0.51,233.43,19.86,211.54,57.99
2024-12-09,Maharashtra,Nashik,Loamy,6.91,0.42,380.1,12.71,73.96,46.77
2024-01-30,Maharashtra,Pune,Alluvial,6.8,0.13,218.81,27.68,359.11,33.88
2025-02-17,Maharashtra,Kolhapur,Black,7.31,0.45,418.29,31.23,166.4,52.41
2025-01-02,Maharashtra,Pune,Black,7.14,0.91,322.89,23.02,149.31,24.4
2025-08-18,Maharashtra,Satara,Alluvial,5.74,0.64,403.8,19.32,255.69,50.92
2025-05-16,Maharashtra,Aurangabad,Loamy,5.85,0.94,222.9,22.69,290.23,49.14
2025-10-23,Maharashtra,Jalgaon,Loamy,6.54,0.5,292.4,24.09,206.92,36.18
2025-12-01,Maharashtra,Sangli,Alluvial,8.08,0.83,182.46,15.6,206.13,51.67
2024-01-21,Maharashtra,Aurangabad,Loamy,6.2,0.47,327.52,9.81,220.9,32.63
2025-07-02,Maharashtra,Kolhapur,Black,6.65,0.41,331.92,5.0,401.65,22.82
2024-09-02,Maharashtra,Nashik,Loamy,6.42,0.62,451.76,34.67,259.73,49.74
2024-10-09,Maharashtra,Dhule,Black,6.41,0.48,298.56,26.96,163.2,36.98
2025-09-05,Maharashtra,Jalgaon,Red,6.92,0.26,317.93,25.63,164.22,45.22
2024-08-19,Maharashtra,Sangli,Loamy,7.78,0.6,222.33,34.65,234.91,59.85
2024-11-11,Maharashtra,Satara,Red,7.12,0.68,303.31,9.45,283.79,29.33
2024-12-01,Maharashtra,Dhule,Alluvial,6.24,0.97,229.61,5.0,308.4,36.28
2025-02-14,Maharashtra,Solapur,Loamy,8.5,0.88,269.27,25.84,272.42,56.84
2024-09-01,Maharashtra,Pune,Black,6.86,0.95,273.96,24.93,175.81,46.02
2025-01-21,Maharashtra,Aurangabad,Loamy,6.4,0.83,231.82,5.0,217.61,29.6
2025-11-19,Maharashtra,Dhule,Alluvial,7.79,0.73,265.04,25.6,333.39,26.54
2025-12-25,Maharashtra,Pune,Alluvial,6.47,0.34,229.98,18.0,145.39,31.66
2024-12-23,Maharashtra,Sangli,Black,7.96,0.69,229.62,13.93,213.42,29.14
2025-09-05,Maharashtra,Satara,Loamy,6.19,0.8,346.13,18.67,319.75,40.85
2024-01-22,Maharashtra,Sangli,Red,7.8,1.01,274.03,5.0,347.53,38.94
2024-01-19,Maharashtra,Satara,Alluvial,6.94,0.82,287.77,16.09,240.71,41.35
2024-10-13,Maharashtra,Satara,Alluvial,7.7,0.96,143.42,14.96,218.88,27.91
2024-10-02,Maharashtra,Ahmednagar,Black,8.13,0.39,293.88,27.57,127.79,37.15
2025-10-20,Maharashtra,Ahmednagar,Loamy,6.01,0.57,302.43,20.42,312.56,13.33
2025-07-05,Maharashtra,Jalgaon,Red,7.69,0.76,228.13,28.39,391.88,39.74
2025-11-09,Maharashtra,Ahmednagar,Loamy,5.81,0.94,426.8,5.0,516.52,52.11
2025-08-25,Maharashtra,Ahmednagar,Loamy,6.07,0.61,80.0,13.61,298.64,20.9
2024-03-12,Maharashtra,Pune,Red,6.24,0.63,322.75,27.56,254.91,43.8
2024-12-30,Maharashtra,Kolhapur,Black,7.15,0.82,317.02,18.91,168.02,30.67
2024-11-30,Maharashtra,Aurangabad,Alluvial,6.82,0.37,303.33,30.45,72.11,47.63
2025-10-13,Maharashtra,Aurangabad,Black,6.68,1.05,274.1,5.0,277.7,39.9
2025-08-12,Maharashtra,Solapur,Black,6.9,0.43,304.05,29.31,495.03,42.86
2024-07-17,Maharashtra,Nashik,Loamy,7.21,0.17,329.45,15.61,387.08,38.78
2024-01-17,Maharashtra,Satara,Red,,0.65,201.93,14.64,371.66,53.94
2024-08-05,Maharashtra,Sangli,Alluvial,7.57,1.07,283.94,31.91,284.56,42.17
2025-10-11,Maharashtra,Pune,Loamy,8.07,0.8,245.33,33.62,295.95,29.53
2024-05-26,Maharashtra,Satara,Alluvial,6.79,0.84,172.5,32.35,50.0,39.18
2024-07-28,Maharashtra,Nashik,Loamy,6.44,0.66,317.37,42.39,336.25,33.57
2025-10-31,Maharashtra,Ahmednagar,Red,7.23,0.61,214.85,34.67,202.07,39.95
2025-02-17,Maharashtra,Solapur,Alluvial,6.0,0.26,140.17,14.05,189.83,32.96
2025-10-26,Maharashtra,Ahmednagar,Alluvial,6.32,0.1,216.87,23.42,227.67,29.88
2024-11-25,Maharashtra,Satara,Black,7.5,0.7,196.09,18.4,224.3,40.39
2024-12-17,Maharashtra,Solapur,Loamy,6.71,0.98,342.28,42.29,188.24,38.67
2024-06-11,Maharashtra,Nashik,Loamy,5.95,0.74,272.26,33.05,261.39,50.77
2024-04-10,Maharashtra,Sangli,Loamy,5.76,0.81,370.59,20.11,204.17,33.02
2024-11-22,Maharashtra,Sangli,Black,6.83,1.05,206.68,30.78,270.03,14.23
2024-11-22,Maharashtra,Jalgaon,Black,7.6,0.73,329.93,9.68,111.28,33.63
2024-06-03,Maharashtra,Dhule,Alluvial,7.59,0.62,487.17,24.5,238.59,18.48
2024-01-10,Maharashtra,Dhule,Loamy,6.88,0.45,288.48,12.62,150.37,42.99
2024-12-18,Maharashtra,Sangli,Loamy,8.21,1.16,328.93,5.11,195.86,17.91
2024-07-01,Maharashtra,Dhule,Alluvial,6.73,0.78,315.48,29.85,274.34,26.14
2025-03-30,Maharashtra,Aurangabad,Alluvial,6.7,0.41,146.23,31.09,99.6,33.65
2025-10-07,Maharashtra,Kolhapur,Alluvial,5.0,0.36,306.87,26.57,177.76,56.53
2024-01-06,Maharashtra,Nashik,Red,6.49,0.96,284.52,20.17,316.9,25.13
2024-11-28,Maharashtra,Kolhapur,Red,7.4,0.39,239.22,9.34,118.68,38.15
2024-11-28,Maharashtra,Dhule,Alluvial,7.89,1.11,189.28,10.39,437.79,44.96
2024-09-14,Maharashtra,Ahmednagar,Black,6.22,0.1,315.52,12.31,380.44,55.81
2024-07-29,Maharashtra,Jalgaon,Black,7.12,1.01,182.21,19.66,210.55,47.33
2024-02-20,Maharashtra,Dhule,Loamy,7.53,0.77,430.69,32.76,181.28,51.13
2025-03-20,Maharashtra,Pune,Red,6.81,0.68,269.13,32.6,280.19,48.37
2025-10-20,Maharashtra,Satara,Red,5.2,0.61,162.14,5.51,115.25,23.49
2025-01-11,Maharashtra,Solapur,Alluvial,6.97,1.12,218.88,15.07,59.79,42.32
2025-10-01,Maharashtra,Ahmednagar,Alluvial,7.33,0.83,237.75,14.8,214.07,48.18
2025-04-30,Maharashtra,Satara,Alluvial,6.14,0.42,452.99,5.0,246.6,26.52
2024-02-20,Maharashtra,Aurangabad,Alluvial,6.62,0.22,189.23,27.66,269.44,31.04
2024-06-02,Maharashtra,Jalgaon,Alluvial,5.99,0.69,250.7,19.54,198.53,28.36
2025-08-04,Maharashtra,Pune,Black,5.0,0.65,216.97,20.87,387.39,47.27
2024-11-05,Maharashtra,Aurangabad,Black,7.52,0.27,299.94,35.46,110.49,37.17
2025-02-02,Maharashtra,Aurangabad,Alluvial,6.8,0.64,218.25,22.88,146.17,34.15
2024-05-13,Maharashtra,Aurangabad,Black,7.92,0.51,168.88,17.69,308.66,22.62
2024-08-07,Maharashtra,Sangli,Alluvial,7.4,0.65,244.38,27.72,143.84,37.19
2024-06-11,Maharashtra,Satara,Alluvial,6.55,0.83,236.05,32.59,139.97,31.19
2025-10-09,Maharashtra,Solapur,Red,6.74,1.02,212.62,24.96,272.34,40.92
2025-07-22,Maharashtra,Kolhapur,Black,7.2,0.88,216.9,28.89,154.65,24.28
2025-05-16,Maharashtra,Pune,Black,7.48,0.47,354.78,20.54,246.69,40.13
2025-11-19,Maharashtra,Kolhapur,Red,7.03,0.74,234.42,21.18,190.01,32.73
2024-04-24,Maharashtra,Pune,Black,7.57,0.67,169.27,23.13,173.83,23.01
2025-05-13,Maharashtra,Nashik,Red,6.59,0.32,223.03,14.47,50.0,22.07
2025-04-16,Maharashtra,Sangli,Loamy,6.1,0.75,264.35,16.32,273.96,23.88
2024-05-28,Maharashtra,Pune,Black,6.75,1.11,153.1,35.78,135.28,35.52
2024-08-28,Maharashtra,Dhule,Alluvial,6.94,0.66,390.08,42.08,243.18,39.45
2024-05-02,Maharashtra,Dhule,Red,5.96,0.25,329.41,37.92,208.79,41.24
2024-03-09,Maharashtra,Nashik,Alluvial,5.86,0.66,,8.77,239.35,41.69
2024-03-03,Maharashtra,Solapur,Alluvial,7.11,0.35,291.37,7.8,245.03,28.9
2024-01-16,Maharashtra,Jalgaon,Black,6.52,0.87,92.5,10.09,279.36,50.7
2025-01-24,Maharashtra,Sangli,Red,6.68,0.78,382.83,23.34,187.22,32.69
2025-08-12,Maharashtra,Aurangabad,Loamy,6.55,0.61,190.91,5.0,384.27,43.4
2025-09-25,Maharashtra,Satara,Alluvial,7.86,0.57,197.43,16.11,75.26,36.03
2024-09-14,Maharashtra,Ahmednagar,Alluvial,7.68,0.6,272.51,36.07,237.34,42.51
2024-08-04,Maharashtra,Sangli,Loamy,5.93,0.65,370.26,31.82,343.62,35.43
2025-04-23,Maharashtra,Nashik,Red,6.43,0.46,344.26,16.91,307.68,42.72
2024-04-23,Maharashtra,Dhule,Black,7.4,0.3,332.5,17.67,162.52,37.91
2025-01-14,Maharashtra,Satara,Alluvial,7.22,0.93,235.05,27.67,179.18,47.77
2025-10-19,Maharashtra,Pune,Black,6.77,0.55,233.79,31.35,159.32,28.18
2024-08-24,Maharashtra,Solapur,Red,6.0,0.69,287.68,16.67,319.92,16.76
2025-04-20,Maharashtra,Solapur,Loamy,6.32,0.72,249.59,19.66,186.01,26.32
2025-08-20,Maharashtra,Jalgaon,Black,6.44,0.73,331.15,16.34,285.51,50.83
2025-11-09,Maharashtra,Jalgaon,Red,6.99,0.36,326.41,8.69,286.43,36.15
2024-05-08,Maharashtra,Sangli,Black,7.99,0.23,307.31,19.8,496.84,39.1
2025-05-24,Maharashtra,Ahmednagar,Black,6.32,0.5,80.0,19.04,291.33,25.36
2024-06-13,Maharashtra,Nashik,Alluvial,6.08,0.75,270.24,9.39,178.89,38.79
2024-10-03,Maharashtra,Satara,Black,6.72,0.47,251.29,28.46,113.98,25.73
2024-09-13,Maharashtra,Dhule,Alluvial,7.52,0.56,273.44,26.83,232.41,27.49
2024-05-11,Maharashtra,Nashik,Red,5.79,1.18,199.65,28.96,248.09,33.17
2025-07-23,Maharashtra,Nashik,Red,7.82,0.19,154.02,14.32,50.0,43.34
2024-09-13,Maharashtra,Kolhapur,Alluvial,6.68,0.46,297.05,5.0,188.61,44.62
2024-05-20,Maharashtra,Kolhapur,Loamy,6.29,1.12,231.5,26.67,289.74,44.95
2025-11-16,Maharashtra,Pune,Black,5.68,0.64,305.98,15.36,206.76,18.94
2025-11-17,Maharashtra,Ahmednagar,Red,7.29,0.47,206.33,13.09,356.86,37.92
2024-07-27,Maharashtra,Pune,Red,6.68,0.94,373.27,9.43,104.16,35.64
2025-12-16,Maharashtra,Satara,Loamy,6.92,0.66,340.09,19.25,327.69,19.61
2025-06-02,Maharashtra,Dhule,Red,6.17,0.56,283.75,37.77,351.39,38.19
2024-02-20,Maharashtra,Dhule,Alluvial,6.58,0.7,242.94,16.95,355.65,34.99
2025-05-17,Maharashtra,Nashik,Loamy,6.46,0.49,328.19,11.1,103.41,44.14
2024-09-15,Maharashtra,Jalgaon,Red,6.73,0.4,291.4,28.52,291.46,38.97
2024-06-26,Maharashtra,Dhule,Loamy,6.33,0.62,279.09,23.73,193.12,31.41
2025-06-26,Maharashtra,Jalgaon,Loamy,5.73,0.4,343.43,5.0,119.39,49.11
2024-12-21,Maharashtra,Jalgaon,Red,8.5,0.65,374.12,28.62,218.61,11.35
2024-11-13,Maharashtra,Satara,Red,5.85,0.74,159.81,43.28,169.5,37.23
2025-10-27,Maharashtra,Ahmednagar,Red,6.93,0.86,175.97,5.0,352.08,16.84
2024-12-29,Maharashtra,Nashik,Loamy,5.56,0.93,197.58,9.64,311.31,27.05
2024-02-24,Maharashtra,Dhule,Alluvial,5.4,0.55,139.81,5.0,144.76,44.3
2024-06-04,Maharashtra,Aurangabad,Alluvial,6.87,0.77,254.98,21.25,187.58,22.71
2024-02-13,Maharashtra,Ahmednagar,Black,6.92,0.77,308.01,31.9,221.93,20.92
2025-08-15,Maharashtra,Kolhapur,Red,7.68,0.73,258.29,23.06,252.76,66.58
2025-11-08,Maharashtra,Aurangabad,Alluvial,7.08,0.53,217.27,35.92,360.64,21.69
2025-06-25,Maharashtra,Satara,Black,6.7,0.39,350.12,30.31,329.08,57.81
2024-11-17,Maharashtra,Ahmednagar,Black,6.14,0.78,271.24,39.02,265.14,35.93
2025-10-09,Maharashtra,Satara,Red,7.85,0.22,287.44,33.6,233.94,31.7
2024-01-14,Maharashtra,Ahmednagar,Black,7.45,0.58,352.34,17.97,82.66,44.8
2024-12-22,Maharashtra,Jalgaon,Alluvial,5.93,0.1,250.14,22.67,389.2,54.04
2025-04-27,Maharashtra,Nashik,Black,6.83,0.32,424.82,13.31,215.29,24.25
2025-09-09,Maharashtra,Dhule,Black,6.9,0.43,224.17,19.69,415.48,31.88
2024-12-24,Maharashtra,Sangli,Alluvial,6.56,0.92,419.84,22.62,279.61,48.16
2024-11-13,Maharashtra,Solapur,Black,7.34,0.82,182.02,21.15,462.53,41.46
2024-03-15,Maharashtra,Nashik,Black,7.38,0.51,301.4,35.42,320.63,51.22
2025-08-13,Maharashtra,Jalgaon,Loamy,6.67,0.83,208.6,18.7,116.8,44.18
2024-07-12,Maharashtra,Jalgaon,Black,6.6,0.87,349.57,12.68,198.56,59.7
2024-12-28,Maharashtra,Sangli,Black,7.85,0.61,221.74,13.3,243.09,40.14
2024-04-05,Maharashtra,Jalgaon,Loamy,7.45,0.3,283.27,28.55,172.62,40.66
2024-02-09,Maharashtra,Aurangabad,Loamy,6.85,0.6,207.96,7.97,222.29,41.86
2025-01-31,Maharashtra,Jalgaon,Loamy,5.66,0.63,334.98,19.99,123.31,36.29
2024-04-16,Maharashtra,Kolhapur,Red,7.04,0.34,207.54,35.28,260.57,48.18
2024-01-17,Maharashtra,Dhule,Red,7.29,0.74,394.67,24.93,283.74,40.84
2025-06-10,Maharashtra,Nashik,Alluvial,5.0,0.72,180.32,21.25,159.59,47.46
2025-05-13,Maharashtra,Solapur,Black,6.98,0.76,152.35,21.64,454.03,49.33
2025-06-08,Maharashtra,Aurangabad,Alluvial,6.51,0.72,336.12,11.7,266.35,43.14
2025-12-26,Maharashtra,Aurangabad,Red,6.65,0.83,212.67,13.43,178.33,44.02
2025-10-24,Maharashtra,Solapur,Black,6.16,0.61,259.42,20.05,97.05,25.88
2024-02-12,Maharashtra,Jalgaon,Black,6.7,0.7,234.22,24.71,265.99,31.4
2025-09-17,Maharashtra,Ahmednagar,Loamy,7.77,0.55,154.99,31.48,233.95,48.12
2025-08-15,Maharashtra,Aurangabad,Red,6.49,0.5,253.84,22.93,338.3,55.08
2024-12-15,Maharashtra,Aurangabad,Black,7.48,0.98,361.19,35.53,245.66,14.71
2025-10-14,Maharashtra,Nashik,Loamy,,0.14,340.25,38.05,140.63,31.19
2024-01-30,Maharashtra,Sangli,Black,7.33,0.87,278.54,29.95,427.07,38.28
2025-03-16,Maharashtra,Kolhapur,Red,6.8,0.49,348.98,34.25,303.56,27.45
2025-06-25,Maharashtra,Solapur,Alluvial,7.05,0.46,175.24,12.09,234.59,28.13
2025-03-30,Maharashtra,Jalgaon,Alluvial,6.81,0.72,233.96,10.51,276.46,43.7
2025-09-02,Maharashtra,Satara,Black,7.25,0.28,291.66,27.18,307.4,56.98
2024-04-03,Maharashtra,Satara,Loamy,5.0,0.45,249.57,8.59,117.11,13.62
2025-12-23,Maharashtra,Ahmednagar,Loamy,5.81,0.44,240.25,19.1,275.77,35.95
2024-10-21,Maharashtra,Aurangabad,Loamy,7.09,0.59,163.95,29.71,214.99,43.56
2025-07-02,Maharashtra,Aurangabad,Red,5.37,0.45,93.49,36.13,310.73,47.36
2024-03-29,Maharashtra,Sangli,Alluvial,6.43,1.05,325.43,19.46,185.98,41.83
2025-05-17,Maharashtra,Aurangabad,Alluvial,6.76,1.1,279.46,15.5,199.53,59.14
2024-08-01,Maharashtra,Satara,Black,6.22,0.14,,25.2,426.29,38.35
2025-02-25,Maharashtra,Solapur,Alluvial,6.32,0.79,225.02,11.26,383.09,53.74
2025-06-09,Maharashtra,Ahmednagar,Loamy,6.99,0.86,202.98,20.27,50.0,30.24
2024-07-10,Maharashtra,Sangli,Red,7.51,0.79,260.52,21.92,375.68,38.7
2025-11-24,Maharashtra,Kolhapur,Loamy,6.13,0.49,328.34,21.72,252.63,23.45
2025-10-03,Maharashtra,Satara,Loamy,6.4,0.59,241.48,22.89,189.18,48.81
2024-08-11,Maharashtra,Pune,Alluvial,6.29,0.46,324.14,13.65,159.28,36.55
2025-07-08,Maharashtra,Nashik,Red,5.11,0.54,179.5,14.73,165.09,42.29
2025-11-23,Maharashtra,Sangli,Red,6.9,0.35,247.08,14.53,192.01,34.24
2025-01-21,Maharashtra,Sangli,Loamy,7.45,0.62,254.39,5.8,147.29,45.04
2025-11-11,Maharashtra,Satara,Black,7.51,0.27,358.11,25.42,124.54,42.77
2025-04-18,Maharashtra,Ahmednagar,Alluvial,6.19,0.6,276.61,30.95,155.96,26.06
2025-08-30,Maharashtra,Nashik,Black,5.92,0.34,399.69,29.96,292.34,26.76
2024-07-21,Maharashtra,Solapur,Loamy,6.82,0.7,152.19,19.38,265.01,37.67
2025-03-22,Maharashtra,Solapur,Alluvial,7.38,0.48,270.39,13.89,315.59,45.91
2024-03-08,Maharashtra,Aurangabad,Black,6.91,0.72,274.35,29.44,253.36,60.35
2024-04-01,Maharashtra,Pune,Black,7.0,0.92,309.61,28.39,129.33,41.64
2024-06-26,Maharashtra,Dhule,Black,7.6,1.05,194.93,24.17,309.44,50.09
2025-10-24,Maharashtra,Satara,Alluvial,6.28,0.1,394.76,39.44,159.53,18.65
2025-07-12,Maharashtra,Ahmednagar,Black,6.65,0.44,261.04,21.74,324.66,62.16
2024-01-03,Maharashtra,Nashik,Red,7.94,0.57,173.03,19.43,143.41,45.27
