state,district,year,crop,area_harvested_ha,production_tonnes,yield_kg_per_ha
Maharashtra,Dhule,2020,Soybean,1757.81,474417.81,2587.26
Maharashtra,Satara,2024,Potato,46143.41,1193647.29,5373.59
Maharashtra,Jalgaon,2025,Rice,24030.27,667769.72,2924.18
Maharashtra,Jalgaon,2024,Chickpea,10584.71,713141.1,2822.05
Maharashtra,Pune,2024,Tomato,33310.75,97640.75,561.55
Maharashtra,Aurangabad,2024,Onion,25900.91,657296.09,788.43
Maharashtra,Sangli,2024,Sugarcane,11415.08,121702.63,4192.03
Maharashtra,Jalgaon,2020,Sugarcane,31378.66,449693.4,5657.02
Maharashtra,Ahmednagar,2020,Potato,23715.79,190758.76,1734.2
Maharashtra,Sangli,2019,Sugarcane,34481.83,502054.15,1016.55
Maharashtra,Dhule,2025,Chickpea,34484.94,341468.82,1676.21
Maharashtra,Pune,2019,Soybean,23693.48,428127.34,1667.76
Maharashtra,Satara,2021,Potato,19600.73,223004.57,2112.25
Maharashtra,Solapur,2020,Potato,3255.89,659691.62,1021.09
Maharashtra,Satara,2025,Chickpea,24742.95,746615.92,1795.4
Maharashtra,Ahmednagar,2023,Onion,12231.44,1255053.22,5567.01
Maharashtra,Satara,2025,Maize,2757.05,808468.69,5396.21
Maharashtra,Kolhapur,2020,Wheat,16585.97,343521.91,2239.67
Maharashtra,Aurangabad,2024,Cotton,4464.7,1103975.6,5982.91
Maharashtra,Ahmednagar,2020,Soybean,29029.12,446221.5,2140.94
Maharashtra,Sangli,2019,Maize,25233.09,1134716.62,4470.06
Maharashtra,Dhule,2022,Sugarcane,39642.21,581052.51,4042.05
Maharashtra,Pune,2020,Sugarcane,13454.91,770755.76,855.05
Maharashtra,Kolhapur,2024,Rice,18639.3,755881.47,2382.63
Maharashtra,Nashik,2025,Rice,34478.62,1433475.94,5733.25
Maharashtra,Kolhapur,2018,Rice,49647.93,230921.14,779.77
Maharashtra,Nashik,2021,Potato,45218.07,1407864.12,1461.86
Maharashtra,Solapur,2019,Chickpea,26089.16,843201.89,5840.2
Maharashtra,Solapur,2022,Maize,33929.57,1490536.03,718.86
Maharashtra,Sangli,2024,Wheat,26642.92,859920.84,2956.34
Maharashtra,Pune,2018,Tomato,21796.8,984735.98,5550.93
Maharashtra,Satara,2020,Chickpea,30154.65,1124486.52,5690.23
Maharashtra,Satara,2023,Tomato,19386.31,1232772.87,5886.26
Maharashtra,Dhule,2025,Cotton,14081.4,716606.63,3147.27
Maharashtra,Aurangabad,2023,Soybean,35313.13,1018051.53,975.64
Maharashtra,Nashik,2019,Soybean,43611.47,922517.05,4749.87
Maharashtra,Solapur,2020,Tomato,14472.41,610926.95,4399.41
Maharashtra,Pune,2021,Chickpea,35373.89,1231286.03,3687.87
Maharashtra,Dhule,2019,Potato,21757.55,289076.61,5385.3
Maharashtra,Solapur,2018,Sugarcane,15174.04,251112.5,5513.64
Maharashtra,Dhule,2023,Potato,31093.44,1104789.1,4257.84
Maharashtra,Pune,2024,Potato,46976.78,956409.23,1116.55
Maharashtra,Solapur,2022,Wheat,17649.4,476831.87,1025.39
Maharashtra,Jalgaon,2022,Maize,37998.02,952877.29,2747.46
Maharashtra,Sangli,2021,Tomato,15803.43,1156085.46,2109.85
Maharashtra,Satara,2022,Cotton,40213.03,325840.78,1231.41
Maharashtra,Aurangabad,2022,Cotton,38023.24,872300.5,3861.55
Maharashtra,Jalgaon,2024,Soybean,38305.08,1237086.52,4259.41
Maharashtra,Jalgaon,2021,Chickpea,49885.63,617152.19,4338.83
Maharashtra,Kolhapur,2023,Soybean,7111.83,857819.19,1464.02
Maharashtra,Pune,2018,Cotton,19503.08,118264.29,2182.14
Maharashtra,Kolhapur,2019,Chickpea,31577.53,1245787.86,1594.79
Maharashtra,Jalgaon,2023,Soybean,29564.73,1194291.49,3807.34
Maharashtra,Pune,2019,Chickpea,39053.59,684653.55,3618.95
Maharashtra,Kolhapur,2021,Wheat,2440.79,179312.99,3268.22
Maharashtra,Kolhapur,2023,Onion,35282.05,990767.98,2128.31
Maharashtra,Ahmednagar,2020,Maize,36912.43,859683.69,1803.79
Maharashtra,Satara,2021,Wheat,3148.95,1379260.11,5397.24
Maharashtra,Dhule,2021,Soybean,26980.25,420072.89,768.7
Maharashtra,Aurangabad,2021,Sugarcane,12325.14,48973.53,4110.19
Maharashtra,Dhule,2021,Wheat,40101.2,382482.05,607.67
Maharashtra,Ahmednagar,2022,Maize,2575.72,642146.52,1566.11
Maharashtra,Satara,2022,Tomato,7393.59,233588.94,2092.16
Maharashtra,Pune,2023,Tomato,5312.24,1469612.55,5375.67
Maharashtra,Pune,2018,Onion,3354.36,333975.34,1257.54
Maharashtra,Dhule,2021,Cotton,30043.68,1016952.35,5657.94
Maharashtra,Aurangabad,2019,Wheat,43440.49,681441.97,4985.01
Maharashtra,Sangli,2020,Cotton,25597.56,832944.21,4234.76
Maharashtra,Sangli,2022,Soybean,10608.02,1399053.65,2764.6
Maharashtra,Solapur,2025,Maize,17255.43,797564.99,5478.91
Maharashtra,Aurangabad,2019,Soybean,18082.27,458187.12,3403.75
Maharashtra,Solapur,2022,Chickpea,22636.61,331611.05,2541.64
Maharashtra,Dhule,2025,Maize,21084.86,1338043.31,3720.93
Maharashtra,Ahmednagar,2023,Wheat,33590.45,1480094.24,1777.47
Maharashtra,Ahmednagar,2018,Rice,17061.62,378122.32,2000.83
Maharashtra,Dhule,2020,Maize,33181.97,1083039.64,5556.23
Maharashtra,Ahmednagar,2022,Onion,27384.0,758875.85,4866.6
Maharashtra,Pune,2025,Rice,2520.59,1048025.21,3324.25
Maharashtra,Sangli,2025,Tomato,45991.64,1446339.75,2791.12
Maharashtra,Ahmednagar,2020,Potato,8980.07,414492.05,4941.63
Maharashtra,Satara,2020,Chickpea,22631.29,1110049.0,3638.5
Maharashtra,Kolhapur,2023,Chickpea,47385.1,657201.24,2782.69
Maharashtra,Ahmednagar,2019,Onion,12441.93,978974.9,3334.97
Maharashtra,Jalgaon,2025,Potato,1206.01,610274.55,1779.9
Maharashtra,Aurangabad,2022,Tomato,24553.49,1062649.8,1610.83
Maharashtra,Nashik,2020,Chickpea,11274.17,506583.62,5940.0
Maharashtra,Kolhapur,2023,Rice,29143.17,732788.47,5832.76
Maharashtra,Solapur,2025,Maize,40873.69,1063336.07,2814.55
Maharashtra,Kolhapur,2021,Chickpea,25609.87,64538.84,3333.94
Maharashtra,Jalgaon,2025,Maize,32286.96,492470.25,5049.57
Maharashtra,Jalgaon,2024,Tomato,33341.0,819503.96,4492.1
Maharashtra,Nashik,2020,Maize,41044.67,111665.7,1047.52
Maharashtra,Aurangabad,2020,Maize,34427.55,1054883.58,2560.36
Maharashtra,Solapur,2022,Wheat,48810.99,1220023.79,1875.83
Maharashtra,Kolhapur,2024,Rice,22864.94,245409.3,5959.47
Maharashtra,Aurangabad,2021,Soybean,2607.89,1100327.77,4617.86
Maharashtra,Satara,2020,Wheat,19761.94,969477.1,762.71
Maharashtra,Jalgaon,2022,Potato,42009.91,616612.28,5450.21
Maharashtra,Kolhapur,2022,Maize,6740.08,247899.7,5603.77
Maharashtra,Ahmednagar,2025,Soybean,36823.4,1432340.1,2332.98
Maharashtra,Kolhapur,2023,Soybean,26829.51,696284.46,4030.88
Maharashtra,Aurangabad,2024,Chickpea,45043.24,275873.36,4251.21
Maharashtra,Sangli,2020,Tomato,36586.36,1077387.29,4512.51
Maharashtra,Pune,2018,Potato,33060.15,912042.98,4314.29
Maharashtra,Aurangabad,2018,Wheat,44355.21,1224388.89,3578.45
Maharashtra,Ahmednagar,2019,Potato,45420.17,1494147.02,5746.14
Maharashtra,Satara,2018,Cotton,19307.34,67778.32,3318.06
Maharashtra,Satara,2018,Rice,46399.58,1109103.98,1110.02
Maharashtra,Kolhapur,2022,Tomato,2829.43,1483701.77,942.34
Maharashtra,Satara,2022,Tomato,38152.07,807578.34,601.07
Maharashtra,Jalgaon,2023,Wheat,16892.89,1073695.23,2853.58
Maharashtra,Sangli,2024,Onion,24421.11,661945.22,
Maharashtra,Sangli,2020,Potato,41803.92,535482.18,5423.7
Maharashtra,Dhule,2024,Chickpea,31888.23,1044838.91,5269.31
Maharashtra,Dhule,2024,Rice,22928.8,1482140.06,5108.13
Maharashtra,Nashik,2020,Rice,8280.27,137953.79,5270.03
Maharashtra,Ahmednagar,2025,Rice,46969.31,633471.16,2136.83
Maharashtra,Satara,2025,Soybean,16690.63,1410957.89,2843.65
Maharashtra,Satara,2022,Tomato,5147.96,169641.04,2214.56
Maharashtra,Nashik,2025,Maize,28250.92,976574.5,973.45
Maharashtra,Pune,2020,Maize,20373.36,645532.13,5582.25
Maharashtra,Aurangabad,2022,Rice,29566.51,565650.18,3887.59
Maharashtra,Kolhapur,2024,Rice,11753.15,314554.94,1229.04
Maharashtra,Nashik,2024,Soybean,18998.57,264913.24,1633.32
Maharashtra,Aurangabad,2018,Maize,48628.17,774671.91,2979.14
Maharashtra,Sangli,2020,Maize,46833.16,566467.1,785.42
Maharashtra,Nashik,2025,Tomato,43232.65,737570.8,1995.95
Maharashtra,Satara,2018,Onion,38978.13,294308.22,4368.96
Maharashtra,Kolhapur,2019,Wheat,7912.33,525627.53,5562.24
Maharashtra,Dhule,2023,Tomato,23399.84,1494628.3,5608.02
Maharashtra,Ahmednagar,2023,Wheat,36422.35,552422.21,3360.16
Maharashtra,Ahmednagar,2024,Chickpea,13162.2,619357.39,2216.85
Maharashtra,Nashik,2024,Soybean,1750.4,30304.16,5564.1
Maharashtra,Ahmednagar,2020,Chickpea,20963.14,571548.28,4826.49
Maharashtra,Sangli,2024,Maize,21314.56,1145205.32,3729.12
Maharashtra,Satara,2022,Tomato,3348.5,773637.4,5090.04
Maharashtra,Ahmednagar,2023,Rice,16098.72,985739.6,3023.57
Maharashtra,Solapur,2025,Tomato,45873.27,835049.93,1117.07
Maharashtra,Sangli,2022,Potato,12589.81,158683.85,5660.31
Maharashtra,Sangli,2023,Soybean,28501.07,498550.51,3437.04
Maharashtra,Jalgaon,2019,Soybean,24445.31,1041502.51,4324.1
Maharashtra,Dhule,2022,Wheat,43120.08,822134.39,
Maharashtra,Nashik,2018,Sugarcane,32712.16,1012604.12,1246.58
Maharashtra,Pune,2022,Potato,8005.63,540590.64,1995.35
Maharashtra,Sangli,2025,Potato,7229.15,290936.78,740.2
Maharashtra,Ahmednagar,2019,Potato,27918.61,1244806.15,981.69
Maharashtra,Kolhapur,2021,Potato,2418.67,564763.59,1627.06
Maharashtra,Satara,2025,Onion,19737.19,982688.99,3585.56
Maharashtra,Pune,2025,Potato,20010.65,572178.92,5960.87
Maharashtra,Dhule,2021,Onion,9897.02,1390916.71,
Maharashtra,Sangli,2025,Onion,15120.51,1487913.0,972.27
Maharashtra,Satara,2018,Cotton,16564.42,-100.0,5132.89
Maharashtra,Dhule,2021,Tomato,686.75,903425.74,3449.71
Maharashtra,Satara,2024,Chickpea,40313.98,1261320.06,4131.78
Maharashtra,Aurangabad,2022,Sugarcane,47876.57,774589.58,1213.71
Maharashtra,Ahmednagar,2019,Chickpea,14534.4,1304324.1,2674.92
Maharashtra,Kolhapur,2023,Chickpea,5688.08,619700.96,5362.67
Maharashtra,Solapur,2018,Wheat,47682.25,48329.68,2839.51
Maharashtra,Satara,2021,Tomato,37053.5,1389922.21,1199.12
Maharashtra,Satara,2022,Wheat,44568.01,1082431.94,2210.91
Maharashtra,Sangli,2023,Rice,18107.72,766395.3,1718.36
Maharashtra,Nashik,2023,Tomato,24254.71,1417368.16,4277.93
Maharashtra,Dhule,2022,Maize,46518.96,1330208.68,5510.65
Maharashtra,Aurangabad,2020,Potato,23031.67,163084.75,4534.19
Maharashtra,Pune,2020,Wheat,33637.56,936783.97,5139.91
Maharashtra,Solapur,2024,Onion,35269.46,807387.15,4932.0
Maharashtra,Ahmednagar,2019,Wheat,41871.98,1164822.42,580.32
Maharashtra,Satara,2024,Soybean,48761.43,451501.51,1184.04
Maharashtra,Nashik,2024,Cotton,16811.48,12669.42,2828.58
Maharashtra,Jalgaon,2018,Chickpea,12447.8,278506.7,1116.49
Maharashtra,Sangli,2021,Tomato,3977.53,316805.41,4542.14
Maharashtra,Sangli,2021,Cotton,42841.22,437478.85,886.03
Maharashtra,Solapur,2022,Onion,14704.73,555904.08,2789.33
Maharashtra,Solapur,2021,Cotton,2575.68,1059978.91,2657.59
Maharashtra,Nashik,2024,Onion,43277.0,111830.19,3488.95
Maharashtra,Jalgaon,2019,Sugarcane,25544.48,730077.64,3961.58
Maharashtra,Jalgaon,2020,Wheat,41931.83,748216.2,5708.26
Maharashtra,Solapur,2022,Rice,27768.65,923996.74,1991.52
Maharashtra,Aurangabad,2025,Chickpea,15755.11,466165.91,4162.91
Maharashtra,Aurangabad,2018,Onion,6576.1,390053.45,692.97
Maharashtra,Solapur,2022,Cotton,21914.36,726085.42,505.54
Maharashtra,Kolhapur,2024,Wheat,1424.8,989582.18,639.47
Maharashtra,Solapur,2021,Onion,30162.73,67365.81,2969.01
Maharashtra,Nashik,2019,Wheat,21440.47,440725.97,3552.57
Maharashtra,Jalgaon,2024,Potato,7162.03,1181071.82,534.16
Maharashtra,Pune,2018,Soybean,26558.7,726542.22,2680.26
Maharashtra,Sangli,2022,Wheat,40065.44,1427762.79,724.71
Maharashtra,Solapur,2021,Tomato,48742.53,1301378.82,4093.06
Maharashtra,Dhule,2022,Maize,26415.19,516245.5,3971.78
Maharashtra,Satara,2018,Chickpea,6564.59,1089543.36,4813.01
Maharashtra,Kolhapur,2024,Tomato,40554.24,411825.57,3504.43
Maharashtra,Pune,2021,Potato,34819.85,263357.09,3926.22
Maharashtra,Solapur,2020,Chickpea,47703.17,1321590.04,2036.81
Maharashtra,Solapur,2023,Onion,26807.13,525698.8,970.0
Maharashtra,Pune,2018,Maize,17919.49,305525.35,4555.18
Maharashtra,Aurangabad,2020,Maize,48145.72,1447482.26,3865.25
Maharashtra,Solapur,2020,Maize,26968.38,47027.7,5660.83
Maharashtra,Jalgaon,2021,Chickpea,893.69,550665.57,5940.74
Maharashtra,Dhule,2022,Cotton,23736.08,58107.63,5160.06
Maharashtra,Nashik,2024,Sugarcane,218.66,756398.4,5920.92
Maharashtra,Dhule,2022,Rice,36911.62,602062.54,4060.95
Maharashtra,Jalgaon,2019,Maize,28340.66,1081142.97,1005.72
Maharashtra,Dhule,2018,Tomato,5579.08,1431074.72,994.08
Maharashtra,Aurangabad,2018,Soybean,40669.26,779773.41,4939.16
Maharashtra,Nashik,2024,Cotton,26868.22,428456.67,1802.73
Maharashtra,Dhule,2025,Rice,5791.61,1308327.37,835.44
Maharashtra,Sangli,2021,Maize,8084.54,907007.4,3097.51
Maharashtra,Jalgaon,2021,Rice,41122.98,830450.08,2230.55
Maharashtra,Jalgaon,2019,Rice,17838.8,283267.71,3734.82
Maharashtra,Satara,2019,Tomato,41072.69,61366.97,
Maharashtra,Ahmednagar,2020,Rice,3568.22,692376.71,4248.26
Maharashtra,Kolhapur,2025,Potato,12268.57,792306.37,3670.43
Maharashtra,Ahmednagar,2023,Onion,38252.67,191077.04,2595.05
Maharashtra,Kolhapur,2025,Onion,32120.94,89565.25,630.17
Maharashtra,Dhule,2025,Rice,15410.54,324512.48,5477.99
Maharashtra,Sangli,2019,Potato,46807.72,95115.92,2298.07
Maharashtra,Sangli,2025,Onion,10632.21,84679.33,3289.33
Maharashtra,Solapur,2022,Tomato,42504.0,666527.26,3563.16
Maharashtra,Ahmednagar,2020,Onion,34817.62,1215461.16,2231.69
Maharashtra,Dhule,2023,Soybean,6143.74,996150.35,2196.65
Maharashtra,Satara,2019,Maize,27800.27,1019280.78,1934.74
Maharashtra,Satara,2025,Wheat,46502.39,394023.63,1838.44
Maharashtra,Pune,2023,Wheat,30982.91,17150.73,667.18
Maharashtra,Solapur,2022,Potato,26487.49,676244.56,5768.53
Maharashtra,Sangli,2025,Rice,18379.53,565997.67,3774.13
Maharashtra,Aurangabad,2022,Wheat,39460.53,1420878.88,1094.37
Maharashtra,Sangli,2020,Wheat,45661.65,108493.26,3755.77
Maharashtra,Ahmednagar,2020,Potato,37690.51,1164740.77,1777.36
Maharashtra,Aurangabad,2022,Cotton,36289.94,578431.56,2208.75
Maharashtra,Sangli,2021,Potato,9705.27,1244514.93,4906.43
Maharashtra,Sangli,2024,Onion,41715.92,742614.39,
Maharashtra,Pune,2025,Wheat,2130.72,1230842.46,4349.03
Maharashtra,Sangli,2025,Onion,37892.34,700539.13,5629.2
Maharashtra,Ahmednagar,2020,Wheat,10622.41,603088.33,5477.65
Maharashtra,Ahmednagar,2024,Onion,24414.34,1445580.89,3531.44
Maharashtra,Sangli,2018,Cotton,34792.17,553602.71,5493.16
Maharashtra,Jalgaon,2021,Chickpea,37978.01,1208047.39,3497.49
Maharashtra,Pune,2018,Onion,44415.39,101015.39,1073.51
Maharashtra,Jalgaon,2023,Onion,14201.35,94441.6,5062.0
Maharashtra,Ahmednagar,2023,Tomato,11293.58,657443.24,1221.61
Maharashtra,Kolhapur,2023,Tomato,49812.69,878562.48,2237.78
Maharashtra,Nashik,2019,Sugarcane,10457.15,912995.21,2588.86
Maharashtra,Nashik,2020,Potato,33307.49,55060.94,4940.07
Maharashtra,Dhule,2020,Cotton,47641.96,1045261.56,959.45
Maharashtra,Jalgaon,2022,Potato,44838.14,195324.04,2947.18
Maharashtra,Ahmednagar,2024,Soybean,22218.85,1433039.8,2901.94
Maharashtra,Satara,2020,Tomato,31915.33,500656.36,3701.88
Maharashtra,Ahmednagar,2024,Wheat,26501.9,392536.82,2446.28
Maharashtra,Satara,2023,Maize,17398.11,437253.39,
Maharashtra,Kolhapur,2018,Maize,7306.66,1406061.48,5922.42
Maharashtra,Sangli,2025,Potato,40189.37,724520.4,893.52
Maharashtra,Ahmednagar,2021,Wheat,4613.04,652302.29,5310.46
Maharashtra,Dhule,2025,Wheat,30520.41,849064.38,2197.46
Maharashtra,Sangli,2019,Tomato,29759.02,1396177.47,3061.44
Maharashtra,Nashik,2024,Maize,16807.73,462855.62,4576.15
Maharashtra,Jalgaon,2024,Cotton,6856.89,271639.61,5505.2
Maharashtra,Ahmednagar,2021,Tomato,40001.89,893438.65,549.92
Maharashtra,Pune,2025,Soybean,23150.03,737766.32,4142.06
Maharashtra,Ahmednagar,2018,Onion,36291.12,93421.41,882.54
Maharashtra,Kolhapur,2019,Rice,922.64,783145.02,3391.23
Maharashtra,Aurangabad,2024,Tomato,3817.71,843845.61,4623.68
Maharashtra,Dhule,2025,Cotton,8874.8,1041378.84,1432.44
Maharashtra,Pune,2025,Maize,5780.52,1493315.35,4700.82
Maharashtra,Kolhapur,2022,Wheat,9666.17,632660.63,2202.46
Maharashtra,Sangli,2020,Tomato,34355.75,765549.81,3858.03
Maharashtra,Jalgaon,2020,Tomato,2445.15,112965.97,4119.23
Maharashtra,Kolhapur,2022,Potato,1989.49,1247466.31,4069.39
Maharashtra,Nashik,2018,Sugarcane,1679.44,147684.62,602.0
Maharashtra,Nashik,2024,Sugarcane,34912.69,1400778.12,1337.51
Maharashtra,Satara,2022,Sugarcane,26853.16,523076.26,5209.11
Maharashtra,Jalgaon,2025,Soybean,18575.1,506704.91,5669.13
Maharashtra,Nashik,2024,Wheat,33812.83,493249.17,3600.17
Maharashtra,Ahmednagar,2023,Cotton,27724.85,1425759.15,3783.34
Maharashtra,Sangli,2024,Potato,466.01,1470171.66,4652.67
Maharashtra,Solapur,2018,Wheat,41943.63,1459874.0,2733.58
Maharashtra,Nashik,2019,Soybean,17574.2,1057328.33,2304.09
Maharashtra,Aurangabad,2021,Cotton,20038.11,167031.71,4725.11
Maharashtra,Solapur,2021,Chickpea,39136.27,579850.16,655.57
Maharashtra,Solapur,2025,Wheat,9435.83,434319.17,5369.4
Maharashtra,Aurangabad,2022,Chickpea,602.59,1062730.11,2924.96
Maharashtra,Solapur,2020,Chickpea,45451.03,739235.4,3273.26
Maharashtra,Ahmednagar,2022,Wheat,25323.36,924943.77,3988.53
Maharashtra,Kolhapur,2020,Tomato,17541.4,13592.25,2009.12
Maharashtra,Nashik,2022,Tomato,40970.37,1174404.66,3785.63
Maharashtra,Pune,2025,Sugarcane,1412.12,1428101.73,4311.71
Maharashtra,Nashik,2022,Wheat,10194.31,1004225.25,1148.62
Maharashtra,Solapur,2024,Maize,7848.87,1277980.13,3362.59
Maharashtra,Sangli,2021,Maize,36917.75,717636.46,2311.81
Maharashtra,Aurangabad,2025,Tomato,15673.13,30802.01,3565.47
Maharashtra,Sangli,2023,Wheat,38668.05,1485708.6,617.12
Maharashtra,Pune,2020,Chickpea,2169.67,88718.81,4584.74
Maharashtra,Ahmednagar,2023,Chickpea,30444.97,289564.92,1426.22
Maharashtra,Solapur,2023,Maize,15979.21,79134.01,4291.63
Maharashtra,Aurangabad,2023,Sugarcane,9427.3,937625.12,4728.48
Maharashtra,Satara,2021,Wheat,40856.57,875054.74,4639.37
Maharashtra,Satara,2023,Potato,20671.28,314899.65,4996.26
Maharashtra,Pune,2024,Chickpea,28624.32,1435001.54,2192.6
Maharashtra,Pune,2020,Soybean,1750.88,1370272.7,5819.12
Maharashtra,Jalgaon,2019,Cotton,39602.06,420075.18,631.0
Maharashtra,Pune,2023,Soybean,14415.44,988467.71,3146.6
Maharashtra,Pune,2023,Soybean,34700.97,-100.0,1986.57
Maharashtra,Ahmednagar,2019,Potato,38047.68,540017.26,4569.34
Maharashtra,Jalgaon,2023,Onion,5944.1,380746.94,4928.73
Maharashtra,Satara,2019,Cotton,14865.44,384656.82,5023.16
Maharashtra,Satara,2018,Cotton,36199.66,1230774.5,2132.97
Maharashtra,Aurangabad,2025,Chickpea,11685.66,694873.79,2007.77
Maharashtra,Sangli,2021,Soybean,42423.88,1073149.38,4223.15
Maharashtra,Kolhapur,2021,Sugarcane,15667.48,975626.03,5605.01
Maharashtra,Solapur,2019,Potato,20176.28,459685.44,1898.13
Maharashtra,Aurangabad,2022,Rice,5077.19,312511.02,5508.3
Maharashtra,Aurangabad,2021,Tomato,7468.99,189115.37,3753.04
Maharashtra,Ahmednagar,2020,Chickpea,13843.54,36316.48,4558.66
Maharashtra,Kolhapur,2021,Chickpea,2540.55,122344.0,2919.41
Maharashtra,Aurangabad,2021,Potato,9732.31,384741.89,4937.71
Maharashtra,Nashik,2025,Soybean,20506.26,1070542.61,5837.71
Maharashtra,Satara,2025,Soybean,19060.12,232800.94,1438.17
Maharashtra,Pune,2020,Onion,10014.85,785331.37,2620.58
Maharashtra,Pune,2019,Rice,4114.49,368075.54,5243.51
Maharashtra,Dhule,2024,Tomato,15975.58,767958.77,1471.7
Maharashtra,Ahmednagar,2024,Sugarcane,37292.8,1125141.76,2771.3
Maharashtra,Jalgaon,2019,Chickpea,25553.97,399338.7,1413.63
Maharashtra,Solapur,2020,Cotton,47345.52,522174.27,4066.03
Maharashtra,Satara,2024,Soybean,7080.33,1084639.35,1810.76
Maharashtra,Nashik,2025,Potato,10445.17,819733.97,2594.41
Maharashtra,Aurangabad,2021,Soybean,14086.95,142302.66,3201.24
Maharashtra,Aurangabad,2023,Potato,748.79,1137352.33,2134.21
Maharashtra,Ahmednagar,2021,Cotton,47174.69,416519.77,4239.46
Maharashtra,Solapur,2019,Rice,22323.66,577894.07,1111.87
Maharashtra,Sangli,2023,Sugarcane,24134.31,368142.8,5338.9
Maharashtra,Nashik,2018,Cotton,7977.09,815263.85,3147.37
Maharashtra,Solapur,2019,Cotton,43647.61,1061798.57,3650.48
Maharashtra,Sangli,2020,Potato,34662.35,1204922.93,3921.71
Maharashtra,Solapur,2023,Onion,21624.91,1383222.35,828.25
Maharashtra,Aurangabad,2018,Chickpea,43910.78,539145.37,4663.45
Maharashtra,Aurangabad,2024,Sugarcane,45282.34,1398955.04,5702.68
Maharashtra,Kolhapur,2018,Tomato,2569.08,925623.64,3359.49
Maharashtra,Dhule,2025,Soybean,6054.3,584697.02,2649.78
Maharashtra,Dhule,2020,Sugarcane,1478.65,1330997.43,4816.38
Maharashtra,Ahmednagar,2023,Tomato,29128.34,869654.44,4461.94
Maharashtra,Sangli,2022,Cotton,10975.4,681698.15,4080.37
Maharashtra,Aurangabad,2019,Potato,42261.91,17746.57,5809.43
Maharashtra,Dhule,2021,Maize,23349.1,1076403.08,3699.76
Maharashtra,Kolhapur,2024,Potato,41901.72,116483.32,1866.07
Maharashtra,Jalgaon,2023,Potato,27824.7,434444.55,636.21
Maharashtra,Aurangabad,2025,Sugarcane,39828.77,1442560.67,2994.04
Maharashtra,Kolhapur,2019,Sugarcane,18655.56,233242.05,4087.78
Maharashtra,Pune,2020,Sugarcane,47275.15,468020.64,1446.77
Maharashtra,Solapur,2025,Cotton,33391.22,1398542.87,641.7
Maharashtra,Dhule,2021,Potato,29814.98,506856.89,5499.99
Maharashtra,Jalgaon,2022,Sugarcane,17682.6,493348.13,2160.71
Maharashtra,Kolhapur,2024,Maize,46865.48,972107.9,3063.27
Maharashtra,Sangli,2025,Rice,16952.95,197470.18,1000.89
Maharashtra,Nashik,2020,Tomato,41809.39,1459141.19,2598.87
Maharashtra,Jalgaon,2019,Maize,20274.98,412896.46,2830.75
Maharashtra,Satara,2024,Onion,38382.48,1178640.4,5465.09
Maharashtra,Pune,2018,Potato,45602.71,431777.72,5260.02
Maharashtra,Aurangabad,2020,Potato,23333.8,413420.93,1539.51
Maharashtra,Aurangabad,2020,Maize,26354.15,86740.31,3558.34
Maharashtra,Pune,2019,Potato,16584.11,179421.33,4521.86
Maharashtra,Aurangabad,2022,Potato,2829.31,783189.98,2105.18
Maharashtra,Nashik,2019,Soybean,32658.81,865476.35,2669.38
Maharashtra,Solapur,2025,Tomato,6070.16,1223857.36,5916.85
Maharashtra,Aurangabad,2019,Sugarcane,17767.54,90792.68,4678.53
Maharashtra,Pune,2022,Maize,17539.75,534547.2,2904.49
Maharashtra,Aurangabad,2022,Cotton,7635.09,300638.2,3437.45
Maharashtra,Jalgaon,2020,Rice,33368.84,537137.33,
Maharashtra,Pune,2018,Cotton,8812.51,531782.85,3243.62
Maharashtra,Jalgaon,2019,Tomato,38938.98,531742.52,2763.91
Maharashtra,Nashik,2018,Onion,12539.03,464795.33,2476.42
Maharashtra,Kolhapur,2025,Maize,14435.65,1146085.16,1429.4
Maharashtra,Satara,2022,Cotton,17252.04,1034714.58,5854.92
Maharashtra,Satara,2022,Onion,7722.35,512533.11,1002.77
Maharashtra,Pune,2019,Soybean,21769.8,220158.91,3805.62
Maharashtra,Nashik,2020,Rice,4108.22,777661.41,5777.81
Maharashtra,Aurangabad,2024,Potato,21413.09,1378312.01,2562.12
Maharashtra,Dhule,2019,Cotton,17061.62,185777.23,1888.32
Maharashtra,Dhule,2020,Maize,16979.45,1129668.26,5755.38
Maharashtra,Pune,2021,Rice,33067.65,899268.9,4909.57
Maharashtra,Solapur,2025,Potato,38474.24,883090.89,4102.64
Maharashtra,Solapur,2020,Sugarcane,17864.33,1402018.43,3865.94
Maharashtra,Pune,2019,Soybean,13174.53,1433932.91,2480.69
Maharashtra,Jalgaon,2019,Onion,24768.04,366137.69,4027.26
Maharashtra,Solapur,2020,Soybean,39407.18,1212811.31,4487.64
Maharashtra,Solapur,2018,Potato,32264.19,931388.44,674.52
Maharashtra,Solapur,2020,Maize,1996.27,613563.96,1147.3
Maharashtra,Sangli,2021,Onion,24048.48,998599.15,2233.11
Maharashtra,Aurangabad,2021,Chickpea,49549.16,1433972.18,2277.21
Maharashtra,Dhule,2018,Maize,17721.06,775554.57,5452.84
Maharashtra,Solapur,2021,Cotton,22091.77,1410149.71,4264.78
Maharashtra,Ahmednagar,2019,Soybean,14441.6,964509.41,2554.27
Maharashtra,Nashik,2018,Potato,24934.97,724622.41,4950.61
